"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","log_MRP","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","predict"
11,"LF",0.037953762,"Health and Hygiene",1.584873753,14,"Medium","Tier 1","Supermarket Type1",2.75288677797318
10.7,"Regular",0.128247408,"Dairy",2.085804148,4,"Medium","Tier 3","Supermarket Type2",3.16647545847992
9.11,"LF",0.038699553,"Household",1.528788192,6,"Small","Tier 2","Supermarket Type1",2.69339418290289
13.3,"LF",0.06355415,"Frozen Foods",2.174556359,9,"Small","Tier 2","Supermarket Type1",3.32927219819331
12.15,"Regular",0.132083542,"Fruits and Vegetables",2.277809013,16,"Small","Tier 1","Supermarket Type1",3.44988875247442
15.85,"LF",0.228469522,"Canned",1.969925397,15,"Small","Tier 3","Grocery Store",2.27862130537697
7.09,"LF",0.007256127,"Baking Goods",1.702459833,6,"Small","Tier 2","Supermarket Type1",2.87113583369644
6.55,"LF",0.024664556,"Breads",2.014239879,6,"Small","Tier 2","Supermarket Type1",3.20770422604785
12.1,"LF",0.034427577,"Snack Foods",2.166351359,15,"Small","Tier 3","Grocery Store",2.46641059784372
9.5,"Regular",0,"Snack Foods",2.260931489,15,"Small","Tier 3","Grocery Store",2.57152541421237
16.1,"LF",0.100799828,"Fruits and Vegetables",1.894497719,6,"Small","Tier 2","Supermarket Type1",3.06777111804792
13.85,"LF",0.030920531,"Soft Drinks",2.149266544,4,"Medium","Tier 3","Supermarket Type2",3.24262515983736
18.85,"LF",0.039723999,"Snack Foods",1.613292002,11,"Small","Tier 2","Supermarket Type1",2.74514661002991
13.8,"LF",0.05843112,"Dairy",2.386820242,6,"Small","Tier 2","Supermarket Type1",3.55821192838772
9.4,"LF",0.103664897,"Snack Foods",2.368646075,26,"High","Tier 3","Supermarket Type1",3.51426301437607
16.75,"LF",0.105282932,"Snack Foods",2.195797291,4,"Medium","Tier 3","Supermarket Type2",3.27347868506775
7.72,"Regular",0.088543868,"Fruits and Vegetables",2.070210072,11,"Small","Tier 2","Supermarket Type1",3.23589189438149
12.6,"LF",0.304859104,"Baking Goods",2.098422889,28,"Small","Tier 1","Grocery Store",2.407706637186
12.6,"LF",0.090778148,"Household",2.184981999,28,"Small","Tier 1","Grocery Store",2.49822162650644
8,"Regular",0.030311951,"Breads",2.393415845,14,"Medium","Tier 1","Supermarket Type1",3.59904797106928
15.1,"Regular",0.067064128,"Snack Foods",2.411502532,9,"Small","Tier 2","Supermarket Type1",3.58025458157559
20.2,"LF",0.065932087,"Household",1.811916677,16,"Small","Tier 1","Supermarket Type1",2.9593384840876
12.6,"LF",0.158096128,"Household",1.936454425,28,"Small","Tier 1","Grocery Store",2.24344312240693
12.6,"LF",0.096411426,"Household",2.285516803,28,"Medium","Tier 3","Supermarket Type3",3.67777779733074
12.85,"LF",0.16871476,"Frozen Foods",1.674916227,14,"Medium","Tier 1","Supermarket Type1",2.82754286814533
12.6,"LF",0.082353076,"Household",2.24774109,28,"Medium","Tier 3","Supermarket Type3",3.63913459149313
10.3,"Regular",0,"Fruits and Vegetables",2.281381118,9,"Small","Tier 2","Supermarket Type1",3.46037016523342
11.85,"Regular",0,"Baking Goods",1.709834516,9,"Small","Tier 2","Supermarket Type1",2.87008508875144
18.35,"Regular",0.092150005,"Frozen Foods",2.266764474,26,"High","Tier 3","Supermarket Type1",3.41090779719659
12.6,"LF",0.01938106,"Others",2.215693069,28,"Medium","Tier 3","Supermarket Type3",3.6170751053635
7.86,"Regular",0.162461219,"Baking Goods",1.594224546,6,"Small","Tier 2","Supermarket Type1",2.76639913615609
18.5,"LF",0.033944698,"Others",2.11370409,16,"Small","Tier 1","Supermarket Type1",3.27984288701216
6.65,"LF",0.08816538,"Fruits and Vegetables",2.103351409,6,"Small","Tier 2","Supermarket Type1",3.28586921457697
7.66,"LF",0.032009653,"Canned",2.069109888,11,"Small","Tier 2","Supermarket Type1",3.23263809177493
8.1,"Regular",0.134870732,"Canned",1.622711259,4,"Medium","Tier 3","Supermarket Type2",2.71288222330395
15.7,"LF",0.045295529,"Frozen Foods",2.258555875,11,"Small","Tier 2","Supermarket Type1",3.40529777469543
7.36,"LF",0.052312034,"Frozen Foods",1.767592168,16,"Small","Tier 1","Supermarket Type1",2.90952539555994
5.46,"Regular",0.107223632,"Fruits and Vegetables",2.161004241,14,"Medium","Tier 1","Supermarket Type1",3.34901037971214
8.6,"Regular",0.054594957,"Breads",2.115713665,11,"Small","Tier 2","Supermarket Type1",3.29507384830949
9.04,"Regular",0.173821519,"Meat",2.180328919,11,"Small","Tier 2","Supermarket Type1",3.3491225522252
20.35,"Regular",0,"Fruits and Vegetables",2.370135069,11,"Small","Tier 2","Supermarket Type1",3.5378511680416
15.6,"LF",0.081103929,"Baking Goods",2.050590085,16,"Small","Tier 1","Supermarket Type1",3.20462884360218
15,"LF",0.119131749,"Snack Foods",2.35596731,11,"Small","Tier 2","Supermarket Type1",3.50723406944383
6.89,"Regular",0,"Snack Foods",2.286640568,14,"Medium","Tier 1","Supermarket Type1",3.46637063536564
12.15,"LF",0.036360676,"Breads",2.220156224,15,"Small","Tier 3","Grocery Store",2.54539504718843
19.1,"LF",0.096653315,"Fruits and Vegetables",2.371429562,26,"High","Tier 3","Supermarket Type1",3.52394589138699
8.91,"LF",0.143351652,"Frozen Foods",1.793006271,14,"Medium","Tier 1","Supermarket Type1",2.95030700076347
6.38,"LF",0.015149955,"Household",2.158504218,26,"High","Tier 3","Supermarket Type1",3.30863194985662
10,"Regular",0.063121982,"Frozen Foods",2.365051225,26,"High","Tier 3","Supermarket Type1",3.51533364772257
14.5,"Regular",0.058946687,"Fruits and Vegetables",2.226972955,11,"Small","Tier 2","Supermarket Type1",3.39358301321712
10.9,"Regular",0.009641375,"Dairy",2.094027174,11,"Small","Tier 2","Supermarket Type1",3.2441982747076
17.85,"LF",0.0112259,"Snack Foods",2.326245715,26,"High","Tier 3","Supermarket Type1",3.46744711538924
18.7,"LF",0.026355345,"Baking Goods",2.104152384,11,"Small","Tier 2","Supermarket Type1",3.25485987814563
18,"LF",0.01548171,"Health and Hygiene",2.202380411,11,"Small","Tier 2","Supermarket Type1",3.36316742558243
12.6,"LF",0.045465958,"Fruits and Vegetables",2.082215748,28,"Small","Tier 1","Grocery Store",2.39619975548247
12.6,"LF",0.093217569,"Snack Foods",2.067381115,28,"Medium","Tier 3","Supermarket Type3",3.44638929899912
8.43,"LF",0.177661246,"Household",2.231831861,9,"Small","Tier 2","Supermarket Type1",3.39976843830771
11.35,"Regular",0.06321435,"Dairy",1.946381514,9,"Small","Tier 2","Supermarket Type1",3.1016154257787
18.35,"LF",0.015301418,"Hard Drinks",2.022402799,9,"Small","Tier 2","Supermarket Type1",3.17964518918485
12.1,"LF",0,"Hard Drinks",2.254949077,11,"Small","Tier 2","Supermarket Type1",3.41159708658814
11.8,"Regular",0.076876046,"Snack Foods",1.520559511,11,"Small","Tier 2","Supermarket Type1",2.66011654912388
17.85,"LF",0.011258035,"Snack Foods",2.325630584,11,"Small","Tier 2","Supermarket Type1",3.47528044050147
6.8,"LF",0.062762374,"Baking Goods",1.702459833,15,"Small","Tier 3","Grocery Store",2.00035273289322
7.5,"LF",0.05074138,"Canned",2.090636088,9,"Small","Tier 2","Supermarket Type1",3.26371202020557
19.6,"LF",0.047897663,"Health and Hygiene",1.650084003,16,"Small","Tier 1","Supermarket Type1",2.80013429067108
6.59,"LF",0,"Household",2.075947495,6,"Small","Tier 2","Supermarket Type1",3.25504723167843
17.6,"Regular",0.026827052,"Breads",1.679792987,15,"Small","Tier 3","Grocery Store",1.99656952934058
20.35,"Regular",0.014822802,"Fruits and Vegetables",2.369393622,9,"Small","Tier 2","Supermarket Type1",3.54606108522779
5.34,"Regular",0.005962753,"Snack Foods",2.010451764,9,"Small","Tier 2","Supermarket Type1",3.17397073264322
12.6,"Regular",0.047358246,"Dairy",2.090524686,28,"Medium","Tier 3","Supermarket Type3",3.47333187361474
9.8,"LF",0.026882496,"Meat",2.101410228,14,"Medium","Tier 1","Supermarket Type1",3.28066951914916
12.6,"LF",0.085538477,"Snack Foods",2.228609755,28,"Medium","Tier 3","Supermarket Type3",3.61155069232264
15.5,"LF",0,"Snack Foods",2.150900669,6,"Small","Tier 2","Supermarket Type1",3.31993417616237
12.6,"Regular",0.129668578,"Fruits and Vegetables",2.315684498,28,"Small","Tier 1","Grocery Store",2.64202565990314
12.6,"Regular",0.070017381,"Meat",1.951101362,28,"Small","Tier 1","Grocery Store",2.27012358055945
9.6,"Regular",0,"Snack Foods",2.281231597,6,"Small","Tier 2","Supermarket Type1",3.46299492435063
6.04,"Regular",0.066051758,"Baking Goods",2.2735198,4,"Medium","Tier 3","Supermarket Type2",3.37174536596284
11.6,"LF",0.037793818,"Health and Hygiene",1.996967617,6,"Small","Tier 2","Supermarket Type1",3.17805525743212
18.85,"Regular",0.138585859,"Snack Foods",2.402213908,11,"Small","Tier 2","Supermarket Type1",3.55983463323361
9.8,"Regular",0.073289899,"Snack Foods",2.082102165,6,"Small","Tier 2","Supermarket Type1",3.25870354439823
21.1,"LF",0.029054046,"Household",2.160404298,14,"Medium","Tier 1","Supermarket Type1",3.33174179164748
12.6,"LF",0.006665667,"Household",2.215157274,28,"Medium","Tier 3","Supermarket Type3",3.60601874639801
17,"Regular",0.140311123,"Canned",2.424372593,6,"Small","Tier 2","Supermarket Type1",3.62158384872114
8.71,"Regular",0.072141818,"Canned",2.263381334,9,"Small","Tier 2","Supermarket Type1",3.44702652043771
12.6,"LF",0.052964982,"Fruits and Vegetables",1.761875239,28,"Medium","Tier 3","Supermarket Type3",3.1446763029492
9.1,"Regular",0.081652352,"Breads",2.247986516,9,"Small","Tier 2","Supermarket Type1",3.43926033543189
16.1,"LF",0.065183228,"Dairy",2.170484674,16,"Small","Tier 1","Supermarket Type1",3.31651127630719
16.5,"Regular",0.066383907,"Breakfast",2.256306824,11,"Small","Tier 2","Supermarket Type1",3.36746688353124
12.15,"Regular",0.042681522,"Meat",2.265513553,16,"Small","Tier 1","Supermarket Type1",3.43891162099091
12.6,"Regular",0.043690499,"Frozen Foods",1.779736424,28,"Medium","Tier 3","Supermarket Type3",3.15682093308048
16.85,"LF",0.044414056,"Fruits and Vegetables",2.261088164,16,"Small","Tier 1","Supermarket Type1",3.42401496764637
17.85,"LF",0.052471995,"Snack Foods",2.092394977,6,"Small","Tier 2","Supermarket Type1",3.25880263159036
12.6,"LF",0.255929096,"Meat",2.014372669,28,"Small","Tier 1","Grocery Store",2.32730892399729
15.85,"Regular",0.110653377,"Frozen Foods",1.567621495,6,"Small","Tier 2","Supermarket Type1",2.72686969738369
20.1,"LF",0,"Health and Hygiene",1.787840051,15,"Small","Tier 3","Grocery Store",2.08954313771034
12.6,"LF",0.185306514,"Breads",2.099005545,28,"Small","Tier 1","Grocery Store",2.42576653593102
12.85,"Regular",0,"Fruits and Vegetables",2.401983001,16,"Small","Tier 1","Supermarket Type1",3.57721414256928
13.5,"Regular",0.017887238,"Snack Foods",1.900345277,14,"Medium","Tier 1","Supermarket Type1",3.06775803051903
15.6,"LF",0.045076878,"Dairy",2.382710999,11,"Small","Tier 2","Supermarket Type1",3.53071042765685
12.6,"LF",0.030347404,"Health and Hygiene",2.284467281,28,"Medium","Tier 3","Supermarket Type3",3.68315307802283
12.3,"LF",0.052492122,"Household",2.281153862,9,"Small","Tier 2","Supermarket Type1",3.44901558959551
15,"Regular",0.077999504,"Meat",2.376622209,9,"Small","Tier 2","Supermarket Type1",3.55690627771962
8.27,"Regular",0.128126825,"Soft Drinks",2.264091188,14,"Medium","Tier 1","Supermarket Type1",3.45751526550742
18.7,"LF",0.105104552,"Frozen Foods",2.085316271,4,"Medium","Tier 3","Supermarket Type2",3.15735781250878
8.06,"LF",0.035780177,"Breakfast",2.362166818,15,"Small","Tier 3","Grocery Store",2.62453574894895
16.35,"Regular",0.104463896,"Fruits and Vegetables",2.356228991,15,"Small","Tier 3","Grocery Store",2.67683353445836
6.46,"Regular",0.049162885,"Fruits and Vegetables",2.16705195,16,"Small","Tier 1","Supermarket Type1",3.33922335871825
16.2,"LF",0.050442528,"Household",2.280615243,11,"Small","Tier 2","Supermarket Type1",3.43774222452465
6.06,"LF",0.031151714,"Fruits and Vegetables",2.200735072,14,"Medium","Tier 1","Supermarket Type1",3.38271321222887
16.25,"LF",0.057396092,"Fruits and Vegetables",2.099696521,16,"Small","Tier 1","Supermarket Type1",3.25893149045005
12.6,"Regular",0.071806046,"Canned",2.270893951,28,"Medium","Tier 3","Supermarket Type3",3.67759220340103
13.5,"LF",0,"Baking Goods",1.944749089,26,"High","Tier 3","Supermarket Type1",3.08549892145245
17.75,"Regular",0.156831826,"Dairy",2.382113982,16,"Small","Tier 1","Supermarket Type1",3.53922022903104
14,"LF",0,"Fruits and Vegetables",2.336297994,6,"Small","Tier 2","Supermarket Type1",3.52153947965105
16,"LF",0.057292529,"Dairy",2.35090749,4,"Medium","Tier 3","Supermarket Type2",3.42893479558947
12.6,"Regular",0.041641933,"Fruits and Vegetables",2.083169963,11,"Small","Tier 2","Supermarket Type1",3.24718703917723
12.6,"Regular",0.144338493,"Fruits and Vegetables",2.235801058,28,"Medium","Tier 3","Supermarket Type3",3.63676124389528
16.7,"Regular",0.03858813,"Snack Foods",2.160198927,14,"Medium","Tier 1","Supermarket Type1",3.33243542188777
18.25,"LF",0.054234197,"Snack Foods",2.152335441,16,"Small","Tier 1","Supermarket Type1",3.30092180304557
12.6,"LF",0.134564284,"Snack Foods",2.203640909,28,"Small","Tier 1","Grocery Store",2.50920552004526
10.9,"LF",0.035893143,"Fruits and Vegetables",2.118358653,4,"Medium","Tier 3","Supermarket Type2",3.20802157100612
10.7,"Regular",0.011472001,"Snack Foods",1.876239786,4,"Medium","Tier 3","Supermarket Type2",2.95613491094743
16.6,"LF",0.103146658,"Fruits and Vegetables",2.069100258,14,"Medium","Tier 1","Supermarket Type1",3.24302547014835
12.6,"LF",0.072317217,"Household",2.206264437,28,"Medium","Tier 3","Supermarket Type3",3.59668708600092
6.7,"LF",0,"Frozen Foods",2.341326877,16,"Small","Tier 1","Supermarket Type1",3.49762907278596
12.6,"LF",0.134418705,"Household",1.998564458,28,"Medium","Tier 3","Supermarket Type3",3.38374319100736
11.4,"LF",0.021639678,"Health and Hygiene",2.176585494,14,"Medium","Tier 1","Supermarket Type1",3.35881613894972
20.2,"Regular",0.121748174,"Snack Foods",1.986660684,4,"Medium","Tier 3","Supermarket Type2",3.06469345625298
6.14,"Regular",0.079327367,"Baking Goods",2.184227368,16,"Small","Tier 1","Supermarket Type1",3.35264203381046
12.15,"LF",0.131921819,"Frozen Foods",2.391545515,6,"Small","Tier 2","Supermarket Type1",3.56532003904563
12.6,"Regular",0.046544984,"Fruits and Vegetables",2.235634987,28,"Medium","Tier 3","Supermarket Type3",3.63692384263675
17.5,"LF",0.052740763,"Snack Foods",2.01619317,6,"Small","Tier 2","Supermarket Type1",3.18090687633147
7.15,"LF",0.017822936,"Frozen Foods",2.207789964,11,"Small","Tier 2","Supermarket Type1",3.35714170747545
12.6,"Regular",0.007006883,"Starchy Foods",2.239484171,28,"Medium","Tier 3","Supermarket Type3",3.64925299245167
17.5,"LF",0.026195131,"Snack Foods",2.402494549,11,"Small","Tier 2","Supermarket Type1",3.55410939531764
18.25,"LF",0.060589424,"Starchy Foods",2.21099392,6,"Small","Tier 2","Supermarket Type1",3.3993830319193
7.58,"LF",0.055476238,"Dairy",2.294194542,14,"Medium","Tier 1","Supermarket Type1",3.46272562475323
9.2,"Regular",0.078060601,"Meat",2.026776695,16,"Small","Tier 1","Supermarket Type1",3.19556235949126
12.6,"LF",0.026740767,"Frozen Foods",2.417124451,28,"Medium","Tier 3","Supermarket Type3",3.80272419008609
16.5,"Regular",0.068403271,"Canned",2.008595914,4,"Medium","Tier 3","Supermarket Type2",3.10466239609839
8.98,"Regular",0.009051307,"Canned",2.013254453,26,"High","Tier 3","Supermarket Type1",3.17345207105342
14.65,"Regular",0.099333217,"Snack Foods",1.71068082,11,"Small","Tier 2","Supermarket Type1",2.85351934825076
5.95,"LF",0.093170838,"Household",2.105050782,14,"Medium","Tier 1","Supermarket Type1",3.28146737594269
12.6,"Regular",0.05436436,"Starchy Foods",1.804935023,28,"Medium","Tier 3","Supermarket Type3",3.20401344910561
15.7,"LF",0.055943697,"Health and Hygiene",2.177831893,26,"High","Tier 3","Supermarket Type1",3.33043078522416
16,"Regular",0.065165046,"Dairy",1.899812845,14,"Medium","Tier 1","Supermarket Type1",3.0620520369652
11.4,"Regular",0.069728296,"Meat",2.369144583,11,"Small","Tier 2","Supermarket Type1",3.54183330409811
19.35,"Regular",0.082250863,"Baking Goods",1.687559281,9,"Small","Tier 2","Supermarket Type1",2.84370393186236
19.2,"LF",0.100482186,"Frozen Foods",2.04878584,4,"Medium","Tier 3","Supermarket Type2",3.11973886992904
5.59,"Regular",0.056602818,"Snack Foods",1.800832508,16,"Small","Tier 1","Supermarket Type1",2.95342773342852
11,"Regular",0.057047756,"Fruits and Vegetables",2.381026949,9,"Small","Tier 2","Supermarket Type1",3.56192964706085
6.22,"Regular",0.083056555,"Baking Goods",2.351034852,15,"Small","Tier 3","Grocery Store",2.67181464570927
12.6,"Regular",0.039031927,"Snack Foods",1.980644108,28,"Medium","Tier 3","Supermarket Type3",3.36472154070042
7.51,"LF",0.104400238,"Snack Foods",2.055203967,6,"Small","Tier 2","Supermarket Type1",3.22506461470511
7.22,"Regular",0.03828933,"Baking Goods",1.81124648,26,"High","Tier 3","Supermarket Type1",2.95836959824119
19.25,"Regular",0.034753686,"Canned",2.150908646,14,"Medium","Tier 1","Supermarket Type1",3.3375151711576
16.5,"LF",0.028476451,"Snack Foods",1.959111065,11,"Small","Tier 2","Supermarket Type1",3.10041298823583
13.5,"Regular",0.067872402,"Dairy",1.762349906,16,"Small","Tier 1","Supermarket Type1",2.90660395719354
12.6,"Regular",0.02974207,"Dairy",1.949152788,28,"Medium","Tier 3","Supermarket Type3",3.32859441297703
14.5,"Regular",0.058918844,"Fruits and Vegetables",2.229796479,14,"Medium","Tier 1","Supermarket Type1",3.41567264391253
12.6,"Regular",0.2004264,"Baking Goods",1.948664275,28,"Small","Tier 1","Grocery Store",2.26166117585208
19.85,"LF",0.005235143,"Dairy",2.424699391,16,"Small","Tier 1","Supermarket Type1",3.57544646897445
15.1,"LF",0.127334766,"Baking Goods",1.945877083,15,"Small","Tier 3","Grocery Store",2.24581148365108
13.35,"Regular",0.014656564,"Canned",2.319238931,11,"Small","Tier 2","Supermarket Type1",3.49338020967411
10.6,"LF",0.056884225,"Dairy",2.365420964,14,"Medium","Tier 1","Supermarket Type1",3.53434978856692
18.1,"LF",0.022380952,"Fruits and Vegetables",1.971319462,26,"High","Tier 3","Supermarket Type1",3.11483183403376
18.6,"LF",0.01575657,"Snack Foods",2.185079,26,"High","Tier 3","Supermarket Type1",3.32251582907987
15.6,"LF",0.195688803,"Frozen Foods",1.888555757,15,"Small","Tier 3","Grocery Store",2.17769264924396
7.24,"LF",0,"Snack Foods",2.295006443,9,"Small","Tier 2","Supermarket Type1",3.45762143623421
12.6,"LF",0.024190156,"Dairy",1.537660454,9,"Small","Tier 2","Supermarket Type1",2.67558935870053
14.6,"LF",0.150872868,"Soft Drinks",1.677325848,11,"Small","Tier 2","Supermarket Type1",2.82749713481273
10.85,"LF",0.163160327,"Snack Foods",2.031255727,6,"Small","Tier 2","Supermarket Type1",3.19887266928377
19.35,"Regular",0.109667698,"Meat",2.22032152,15,"Small","Tier 3","Grocery Store",2.53761283158285
19.5,"LF",0.082483516,"Canned",2.25333849,26,"High","Tier 3","Supermarket Type1",3.40750735952267
12.6,"Regular",0.058545606,"Meat",2.192654972,28,"Small","Tier 1","Grocery Store",2.51756915006018
19.5,"LF",0.014274292,"Household",1.745554126,16,"Small","Tier 1","Supermarket Type1",2.89185041167548
17.75,"LF",0.073349552,"Seafood",1.534300311,26,"High","Tier 3","Supermarket Type1",2.67834999476772
17.85,"LF",0.087824967,"Breads",2.292431969,4,"Medium","Tier 3","Supermarket Type2",3.3959366065086
12.15,"LF",0.132952286,"Health and Hygiene",1.575771902,15,"Small","Tier 3","Grocery Store",1.87536774502876
20.2,"Regular",0.059790095,"Fruits and Vegetables",2.10540049,9,"Small","Tier 2","Supermarket Type1",3.27558405141302
6.83,"LF",0.059846975,"Health and Hygiene",2.419166697,16,"Small","Tier 1","Supermarket Type1",3.59340707650397
