Item_Identifier,Item_Identifier_group,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Visibility_avg,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDJ44,Food,12.3,Regular,0.106492562,1.614678896,Fruits and Vegetables,176.3396,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1395.5168
FDS25,Food,12.79,Regular,0.139330557,2.112580501,Canned,109.5228,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3426.2068
FDC02,Food,21.35,Low Fat,0.068822477,1.043511388,Canned,258.3278,OUT046,1997,16,Small,Tier 1,Supermarket Type1,7028.8506
FDT23,Food,7.72,Regular,0.074669288,1.13216286,Breads,76.3986,OUT013,1987,26,High,Tier 3,Supermarket Type1,1402.1748
NCD31,Non-Consumable,12.1,Non-Edible,0.025834128,0.39170643,Household,165.1526,OUT010,1998,15,Medium,Tier 3,Grocery Store,164.4526
FDV19,Food,14.85,Regular,0.035227697,0.534135134,Fruits and Vegetables,159.5578,OUT013,1987,26,High,Tier 3,Supermarket Type1,2085.9514
NCQ30,Non-Consumable,12.79,Non-Edible,0.050901814,0.771791788,Household,120.5414,OUT019,1985,28,Small,Tier 1,Grocery Store,365.5242
NCD18,Non-Consumable,16,Non-Edible,0.072965144,1.106324009,Household,231.3668,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,4607.336
FDL10,Food,8.395,Low Fat,0.039492207,0.598795183,Snack Foods,97.3042,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1091.2462
FDX20,Food,7.365,Low Fat,0.042552205,0.645191984,Fruits and Vegetables,225.172,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3395.58
FDM32,Food,20.5,Low Fat,0.020587886,0.312161004,Fruits and Vegetables,89.583,OUT013,1987,26,High,Tier 3,Supermarket Type1,1797.66
FDR09,Food,18.25,Low Fat,0.130095044,1.972548299,Snack Foods,257.2962,OUT010,1998,15,Medium,Tier 3,Grocery Store,517.9924
FDL34,Food,12.79,Low Fat,0.040747616,0.617830151,Snack Foods,140.2496,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4093.3384
NCK42,Non-Consumable,7.475,Non-Edible,0.013146636,0.199334069,Household,214.5192,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2804.3496
FDU23,Food,12.15,Low Fat,0.02176755,0.330047498,Breads,164.6184,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3797.7232
DRI01,Drinks,7.97,Low Fat,0.06595278,1,Soft Drinks,172.0422,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,5690.5926
FDG16,Food,15.25,Low Fat,0.08995645,1.363952361,Frozen Foods,217.1192,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3235.788
FDY56,Food,16.35,Regular,0.062665642,0.95015922,Fruits and Vegetables,225.6062,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1579.9434
FDO24,Food,11.1,Low Fat,0.176182345,2.671340693,Baking Goods,158.1604,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1901.5248
NCV29,Non-Consumable,11.8,Non-Edible,0.022843501,0.346361457,Health and Hygiene,177.8686,OUT046,1997,16,Small,Tier 1,Supermarket Type1,4621.9836
FDQ48,Food,14.3,Regular,0.034411238,0.521755686,Baking Goods,98.6726,OUT046,1997,16,Small,Tier 1,Supermarket Type1,782.9808
FDU15,Food,13.65,Regular,0.06595278,1,Meat,36.6532,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,755.0172
FDS47,Food,16.75,Low Fat,0.128861359,1.953842719,Breads,86.2856,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1406.1696
FDO50,Food,16.25,Low Fat,0.078290271,1.187065519,Canned,93.1804,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1194.4452
FDW48,Food,18,Low Fat,0.008539208,0.129474573,Baking Goods,81.2618,OUT035,2004,9,Small,Tier 2,Supermarket Type1,402.809
FDV20,Food,20.2,Regular,0.100095288,1.517681105,Fruits and Vegetables,125.2678,OUT010,1998,15,Medium,Tier 3,Grocery Store,127.1678
FDW47,Food,15,Low Fat,0.046447328,0.704251254,Breads,121.5414,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,2436.828
FDA07,Food,12.79,Regular,0.030794774,0.466921546,Fruits and Vegetables,122.9072,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4532.7664
FDZ16,Food,12.79,Regular,0.159081735,2.412055034,Frozen Foods,193.5478,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4649.9472
FDN09,Food,12.79,low fat,0.034705807,0.526222049,Snack Foods,241.6828,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4873.656
FDB50,Food,13,Low Fat,0.154487495,2.342395499,Canned,77.2986,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1246.3776
NCL06,Non-Consumable,14.65,Non-Edible,0.072178679,1.094399341,Household,262.9594,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,5233.188
DRG03,Drinks,12.79,Low Fat,0.061686402,0.935311628,Dairy,153.9998,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5229.1932
DRM59,Drinks,5.88,Low Fat,0.003599378,0.054575076,Hard Drinks,152.2998,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3075.996
FDU25,Food,12.35,Low Fat,0.026832182,0.406839287,Canned,57.3246,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1332.2658
NCU42,Non-Consumable,9,Non-Edible,0.019616991,0.297439941,Household,169.6474,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2526.711
FDH21,Food,10.395,Low Fat,0.05226427,0.792449841,Seafood,158.4604,OUT010,1998,15,Medium,Tier 3,Grocery Store,158.4604
DRO47,Drinks,10.195,Low Fat,0.112203445,1.701269378,Hard Drinks,111.786,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1697.79
FDC44,Food,12.79,Low Fat,0.171761077,2.604303822,Fruits and Vegetables,115.7518,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5351.0346
NCL29,Non-Consumable,9.695,Non-Edible,0.114170506,1.731094671,Health and Hygiene,158.9604,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1743.0644
FDL48,Food,19.35,Regular,0.082266419,1.247353319,Baking Goods,48.8034,OUT046,1997,16,Small,Tier 1,Supermarket Type1,340.2238
FDJ21,Food,16.7,Regular,0.038685176,0.586558686,Snack Foods,146.6102,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2770.3938
FDT40,Food,5.985,Low Fat,0.095795326,1.452483519,Frozen Foods,128.4678,OUT046,1997,16,Small,Tier 1,Supermarket Type1,508.6712
NCD43,Non-Consumable,8.85,Non-Edible,0.026814124,0.406565485,Household,103.7964,OUT010,1998,15,Medium,Tier 3,Grocery Store,210.3928
FDM28,Food,15.7,Low Fat,0.045203854,0.685397249,Frozen Foods,180.266,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1617.894
FDR35,Food,12.5,Low Fat,0.020697723,0.313826392,Breads,198.8742,OUT046,1997,16,Small,Tier 1,Supermarket Type1,5773.1518
NCP17,Non-Consumable,19.35,Non-Edible,0.027827268,0.421927142,Health and Hygiene,65.6168,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,383.5008
FDT23,Food,7.72,Regular,0.074883035,1.135403769,Breads,79.8986,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1090.5804
FDX15,Food,17.2,Low Fat,0.156298858,2.369860042,Meat,162.1578,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1283.6624
NCU42,Non-Consumable,12.79,Non-Edible,0.019412192,0.294334704,Household,166.5474,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4379.6324
FDV23,Food,12.79,Low Fat,0.105324246,1.596964465,Breads,125.7046,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3237.1196
FDY34,Food,12.79,Regular,0.019227816,0.291539128,Snack Foods,163.9842,OUT019,1985,28,Small,Tier 1,Grocery Store,331.5684
FDE16,Food,8.895,Low Fat,0.044093978,0.668568906,Frozen Foods,208.3954,OUT010,1998,15,Medium,Tier 3,Grocery Store,1041.977
FDV60,Food,20.2,Regular,0.117599259,1.783082669,Baking Goods,195.311,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3338.987
FDQ44,Food,20.5,Low Fat,0.036140297,0.547972307,Fruits and Vegetables,120.0756,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2302.3364
FDZ09,Food,17.6,Low Fat,0.104791689,1.588889642,Snack Foods,165.2868,OUT013,1987,26,High,Tier 3,Supermarket Type1,3111.9492
FDW36,Food,11.15,Low Fat,0.057021156,0.864575474,Baking Goods,106.8622,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,2011.3818
NCZ30,Non-Consumable,12.79,Non-Edible,0.026058181,0.395103603,Household,121.9098,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3374.2744
FDL09,Food,19.6,Regular,0.12829573,1.945266447,Snack Foods,167.2816,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2013.3792
FDE05,Food,10.895,Regular,0.03263762,0.494863446,Frozen Foods,147.7102,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1895.5326
DRO35,Drinks,13.85,Low Fat,0.034765901,0.527133216,Hard Drinks,114.2492,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1853.5872
FDN60,Food,15.1,Low Fat,0.095696334,1.450982567,Baking Goods,159.7604,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2693.8268
NCZ29,Non-Consumable,15,Non-Edible,0.071371458,1.082159964,Health and Hygiene,125.2362,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1384.1982
FDX08,Food,12.85,Low Fat,0.022696131,0.34412698,Fruits and Vegetables,179.9318,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2706.477
FDZ16,Food,16.85,Regular,0.267565911,4.056931505,Frozen Foods,194.1478,OUT010,1998,15,Medium,Tier 3,Grocery Store,1162.4868
DRL37,Drinks,15.5,Low Fat,0.053327763,0.808574908,Soft Drinks,44.477,OUT013,1987,26,High,Tier 3,Supermarket Type1,865.54
FDL21,Food,15.85,Regular,0.007145063,0.10833604,Snack Foods,41.048,OUT035,2004,9,Small,Tier 2,Supermarket Type1,479.376
FDW10,Food,21.2,Low Fat,0.071076055,1.077680956,Snack Foods,174.837,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,5469.547
FDB53,Food,13.35,Low Fat,0.139426044,2.114028309,Frozen Foods,148.3392,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3877.6192
DRM49,Drinks,6.11,Regular,0.151925271,2.303546128,Soft Drinks,46.6086,OUT035,2004,9,Small,Tier 2,Supermarket Type1,624.5204
NCD06,Non-Consumable,13,Non-Edible,0.099479703,1.508347381,Household,44.906,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,652.484
FDN10,Food,12.79,Low Fat,0.045900448,0.695959261,Snack Foods,118.9124,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2844.2976
FDS13,Food,12.79,Low Fat,0.21799414,3.305306312,Canned,266.5884,OUT019,1985,28,Small,Tier 1,Grocery Store,1324.942
FDH38,Food,6.425,Low Fat,0.010454459,0.158514304,Canned,115.6808,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1406.1696
FDY21,Food,12.79,Low Fat,0.172641213,2.617648763,Snack Foods,195.111,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5303.097
FDT60,Food,12,Low Fat,0.075701524,1.147813997,Baking Goods,124.6388,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2105.2596
DRZ24,Drinks,7.535,Low Fat,0.081914677,1.242020079,Soft Drinks,120.344,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3835.008
FDW56,Food,7.68,Low Fat,0.071010513,1.076687184,Fruits and Vegetables,190.9162,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,5195.2374
FDG57,Food,14.7,Low Fat,0.072444983,1.098437139,Fruits and Vegetables,48.6034,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,194.4136
FDY14,Food,10.3,Low Fat,0.069981909,1.061091117,Dairy,263.0226,OUT013,1987,26,High,Tier 3,Supermarket Type1,6079.4198
FDS19,Food,13.8,Regular,0.06457046,0.979040762,Fruits and Vegetables,76.2012,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1669.8264
FDX01,Food,10.1,Low Fat,0.024159767,0.36631916,Canned,114.715,OUT035,2004,9,Small,Tier 2,Supermarket Type1,815.605
FDV32,Food,7.785,Low Fat,0.089210159,1.352636826,Fruits and Vegetables,64.251,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1328.271
DRI39,Drinks,13.8,Low Fat,0.097611115,1.480015171,Dairy,54.893,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,679.116
NCU05,Non-Consumable,11.8,Non-Edible,0.058975504,0.894208008,Health and Hygiene,81.7618,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,966.7416
NCA29,Non-Consumable,10.5,Non-Edible,0.027430696,0.415914174,Household,171.1106,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,3593.3226
FDO10,Food,12.79,Regular,0.06595278,1,Snack Foods,58.7588,OUT019,1985,28,Small,Tier 1,Grocery Store,400.8116
DRL47,Drinks,19.7,Low Fat,0.038815341,0.588532295,Hard Drinks,124.2362,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1887.543
FDA50,Food,12.79,Low Fat,0.152632413,2.314268072,Dairy,98.441,OUT019,1985,28,Small,Tier 1,Grocery Store,96.541
FDU23,Food,12.79,Low Fat,0.021618297,0.327784469,Breads,167.1184,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2476.776
FDR27,Food,15.1,Regular,0.096491904,1.463045288,Meat,134.4942,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1854.9188
DRH36,Drinks,16.2,Low Fat,0.033568871,0.508983412,Soft Drinks,74.9696,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2162.5184
FDZ51,Food,11.3,Regular,0.054507422,0.826461326,Meat,96.3094,OUT013,1987,26,High,Tier 3,Supermarket Type1,666.4658
FDQ40,Food,12.79,Regular,0.063079544,0.956434952,Frozen Foods,175.7712,OUT019,1985,28,Small,Tier 1,Grocery Store,351.5424
FDB17,Food,12.79,Low Fat,0.064208126,0.973546923,Frozen Foods,180.1976,OUT019,1985,28,Small,Tier 1,Grocery Store,181.0976
FDQ16,Food,19.7,Low Fat,0.041974489,0.636432445,Frozen Foods,108.6912,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2183.824
FDG09,Food,20.6,Regular,0.048207431,0.730938575,Fruits and Vegetables,188.0556,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2065.3116
DRI59,Drinks,9.5,Low Fat,0.041065647,0.622652252,Hard Drinks,223.5088,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,4697.8848
FDH47,Food,13.5,Regular,0.128709014,1.951532809,Starchy Foods,96.1068,OUT013,1987,26,High,Tier 3,Supermarket Type1,1846.9292
FDA21,Food,13.65,Low Fat,0.03596071,0.545249344,Snack Foods,186.3924,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1665.8316
NCO05,Non-Consumable,7.27,Non-Edible,0.046520703,0.705363792,Health and Hygiene,97.7384,OUT013,1987,26,High,Tier 3,Supermarket Type1,591.2304
NCL31,Non-Consumable,12.79,Non-Edible,0.210596485,3.19314038,Others,144.747,OUT019,1985,28,Small,Tier 1,Grocery Store,143.147
NCH42,Non-Consumable,6.86,Non-Edible,0.03674399,0.557125719,Household,231.201,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,6201.927
FDG57,Food,14.7,Low Fat,0.072238195,1.095301745,Fruits and Vegetables,47.5034,OUT013,1987,26,High,Tier 3,Supermarket Type1,972.068
NCQ50,Non-Consumable,12.79,Non-Edible,0.034141213,0.517661469,Household,211.9218,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3419.5488
FDK24,Food,9.195,Low Fat,0.101500374,1.538985529,Baking Goods,45.2744,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,679.116
DRG39,Drinks,14.15,Low Fat,0.042246575,0.640557911,Dairy,54.2982,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1104.5622
FDX46,Food,12.3,Regular,0.058105769,0.88102077,Snack Foods,60.4562,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1777.686
FDY01,Food,11.8,Regular,0.170141787,2.579751559,Canned,116.7834,OUT013,1987,26,High,Tier 3,Supermarket Type1,2303.668
FDJ40,Food,13.6,Regular,0.049579883,0.75174819,Frozen Foods,110.0912,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1965.4416
FDS01,Food,11.6,Low Fat,0.06595278,1,Canned,178.2686,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1955.4546
FDJ09,Food,15,Low Fat,0.058725134,0.890411807,Snack Foods,43.6744,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,407.4696
FDT49,Food,7,Low Fat,0.06595278,1,Canned,105.628,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1384.864
FDW50,Food,13.1,Low Fat,0.075695552,1.147723447,Dairy,168.4158,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1504.0422
FDV39,Food,11.3,Low Fat,0.007321067,0.111004676,Meat,197.7426,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2570.6538
FDY36,Food,12.3,Low Fat,0.009463757,0.14349292,Baking Goods,73.838,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1245.046
NCE18,Non-Consumable,10,Non-Edible,0.021407511,0.324588456,Household,248.175,OUT013,1987,26,High,Tier 3,Supermarket Type1,3495.45
FDB05,Food,12.79,Low Fat,0.145669556,2.208694706,Frozen Foods,247.2776,OUT019,1985,28,Small,Tier 1,Grocery Store,743.0328
FDK14,Food,6.98,Low Fat,0.041273236,0.625799792,Canned,82.4934,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,982.7208
FDP10,Food,19,Low Fat,0.128090139,1.942149201,Snack Foods,107.0622,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1376.2086
FDC45,Food,17,Low Fat,0.135707553,2.057647198,Fruits and Vegetables,172.5106,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2053.3272
FDS48,Food,15.15,Low Fat,0.027774002,0.421119504,Baking Goods,152.3708,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3159.8868
FDX04,Food,12.79,Regular,0.07278643,1.103614283,Frozen Foods,49.4376,OUT019,1985,28,Small,Tier 1,Grocery Store,191.7504
FDQ20,Food,12.79,low fat,0.029640604,0.449421601,Fruits and Vegetables,40.8138,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,1543.3244
FDU13,Food,8.355,Low Fat,0.187939003,2.84959941,Canned,146.9418,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1029.9926
NCR53,Non-Consumable,12.15,Non-Edible,0.14492016,2.197332091,Health and Hygiene,224.4404,OUT013,1987,26,High,Tier 3,Supermarket Type1,1800.3232
FDN49,Food,17.25,Regular,0.125419157,1.901650802,Breakfast,40.048,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,399.48
FDR31,Food,6.46,Regular,0.049121972,0.744805177,Fruits and Vegetables,144.6102,OUT013,1987,26,High,Tier 3,Supermarket Type1,2916.204
DRI03,Drinks,12.79,Low Fat,0.06595278,1,Dairy,175.3028,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3719.1588
FDL58,Food,5.78,Regular,0.074149074,1.124275186,Snack Foods,262.2568,OUT046,1997,16,Small,Tier 1,Supermarket Type1,5273.136
NCJ05,Non-Consumable,18.7,Non-Edible,0.04604992,0.698225609,Health and Hygiene,151.9682,OUT013,1987,26,High,Tier 3,Supermarket Type1,3354.3004
FDS10,Food,19.2,Low Fat,0.035384612,0.536514336,Snack Foods,180.3318,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,3428.2042
FDK34,Food,12.79,Low Fat,0.038340116,0.581326761,Snack Foods,240.1564,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,7150.692
FDW48,Food,12.79,Low Fat,0.06595278,1,Baking Goods,81.8618,OUT019,1985,28,Small,Tier 1,Grocery Store,161.1236
FDE08,Food,12.79,Low Fat,0.049080853,0.744181716,Fruits and Vegetables,147.7734,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4602.6754
NCH06,Non-Consumable,12.79,Non-Edible,0.076183667,1.155124424,Household,245.646,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3695.19
FDV08,Food,7.35,Low Fat,0.028711412,0.435332855,Fruits and Vegetables,39.9454,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,377.5086
FDQ15,Food,20.35,Regular,0.06595278,1,Meat,81.6276,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1787.0072
FDL56,Food,12.79,Low Fat,0.12517151,1.897895889,Fruits and Vegetables,88.9198,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3139.9128
DRC12,Drinks,17.85,Low Fat,0.037826873,0.573544785,Soft Drinks,189.7188,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2285.0256
FDX49,Food,4.615,Regular,0.101747034,1.542725477,Canned,231.33,OUT013,1987,26,High,Tier 3,Supermarket Type1,4660.6
FDJ09,Food,15,low fat,0.06595278,1,Snack Foods,47.2744,OUT035,2004,9,Small,Tier 2,Supermarket Type1,679.116
FDN23,Food,12.79,Regular,0.075142108,1.139331928,Breads,145.8444,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3773.7544
DRD01,Drinks,12.1,Regular,0.061424738,0.931344183,Soft Drinks,56.7614,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1049.9666
FDS43,Food,11.65,Low Fat,0.040597054,0.615547275,Fruits and Vegetables,187.324,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1864.24
FDY48,Food,12.79,Low Fat,0.041556697,0.630097731,Baking Goods,104.4332,OUT019,1985,28,Small,Tier 1,Grocery Store,307.5996
FDU12,Food,15.5,Regular,0.126791761,1.922462723,Baking Goods,262.1568,OUT010,1998,15,Medium,Tier 3,Grocery Store,527.3136
FDX33,Food,9.195,Regular,0.117484834,1.781347716,Snack Foods,158.5578,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2406.867
FDH45,Food,15.1,Regular,0.106097275,1.608685411,Fruits and Vegetables,43.2796,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,123.8388
FDJ10,Food,5.095,Regular,0.129395895,1.961947548,Snack Foods,140.3838,OUT013,1987,26,High,Tier 3,Supermarket Type1,1826.2894
FDX32,Food,15.1,Regular,0.100265027,1.520254749,Fruits and Vegetables,142.5786,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3323.0078
DRG51,Drinks,12.1,Low Fat,0.011557563,0.175239967,Dairy,165.3526,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3453.5046
NCB31,Non-Consumable,6.235,Non-Edible,0.119157788,1.806713652,Household,263.791,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2103.928
FDW47,Food,15,Low Fat,0.077622622,1.176942382,Breads,121.8414,OUT010,1998,15,Medium,Tier 3,Grocery Store,243.6828
FDT20,Food,12.79,Low Fat,0.041194986,0.624613337,Fruits and Vegetables,39.1164,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,1235.7248
FDI34,Food,10.65,Regular,0.085135953,1.290862235,Snack Foods,232.3668,OUT046,1997,16,Small,Tier 1,Supermarket Type1,3685.8688
FDH56,Food,9.8,Regular,0.106816919,1.619596915,Fruits and Vegetables,114.2492,OUT010,1998,15,Medium,Tier 3,Grocery Store,463.3968
DRJ47,Drinks,18.25,Low Fat,0.04421348,0.670380839,Hard Drinks,173.408,OUT013,1987,26,High,Tier 3,Supermarket Type1,1038.648
FDP04,Food,12.79,Low Fat,0.013745883,0.20842007,Frozen Foods,62.0168,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,1534.0032
NCZ06,Non-Consumable,19.6,Non-Edible,0.094308058,1.429933022,Household,251.8698,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3551.3772
FDY37,Food,17,Regular,0.026622757,0.403663909,Canned,144.247,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3149.234
FDO46,Food,9.6,Regular,0.014234595,0.215830098,Snack Foods,190.2872,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,4727.18
FDI10,Food,8.51,Regular,0.078526225,1.190643139,Snack Foods,173.5422,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,5000.8238
NCT42,Non-Consumable,5.88,Non-Edible,0.0249887,0.378887744,Household,150.3392,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,447.4176
FDE29,Food,8.905,Low Fat,0.143712172,2.179016139,Frozen Foods,60.2878,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1151.1682
FDQ11,Food,12.79,Regular,0.067373081,1.02153512,Breads,258.8988,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3083.9856
FDS20,Food,8.85,Low Fat,0.053822086,0.816070013,Fruits and Vegetables,183.8292,OUT013,1987,26,High,Tier 3,Supermarket Type1,2554.0088
FDR26,Food,20.7,Low Fat,0.043011277,0.652152601,Dairy,177.2028,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3364.9532
NCH43,Non-Consumable,12.79,Non-Edible,0.123557061,1.873417027,Household,216.6192,OUT019,1985,28,Small,Tier 1,Grocery Store,215.7192
FDO25,Food,6.3,Low Fat,0.127968205,1.940300394,Canned,209.627,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3984.813
FDB40,Food,17.5,Regular,0.007570599,0.114788171,Dairy,144.6102,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2187.153
FDB14,Food,12.79,Regular,0.06595278,1,Canned,92.312,OUT019,1985,28,Small,Tier 1,Grocery Store,372.848
FDW23,Food,5.765,Low Fat,0.081996785,1.24326503,Baking Goods,40.1164,OUT035,2004,9,Small,Tier 2,Supermarket Type1,540.6296
FDZ23,Food,17.75,Regular,0.067777778,1.027671282,Baking Goods,186.924,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3169.208
FDX35,Food,5.035,Regular,0.080362549,1.21848615,Breads,229.0036,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,4326.3684
