"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
16.35,"LF",0.029420857,"Household",257,"OUT013",26,"High","Tier 3","Supermarket Type1",4638
20.25,"Regular",0.171938781,"Canned",93,"OUT010",15,"Small","Tier 3","Grocery Store",186
14.1,"LF",0.113908117,"Baking Goods",53,"OUT017",6,"Small","Tier 2","Supermarket Type1",983
16.6,"LF",0.016197216,"Health and Hygiene",109,"OUT013",26,"High","Tier 3","Supermarket Type1",971
10.3,"Regular",0,"Fruits and Vegetables",191,"OUT035",9,"Small","Tier 2","Supermarket Type1",1708
16.7,"LF",0.026729068,"Household",248,"OUT018",4,"Medium","Tier 3","Supermarket Type2",6440
8.19,"LF",0.046578409,"Fruits and Vegetables",49,"OUT045",11,"Small","Tier 2","Supermarket Type1",1182
7.76,"LF",0.059472609,"Snack Foods",99,"OUT045",11,"Small","Tier 2","Supermarket Type1",1298
18.1,"LF",0.022434418,"Fruits and Vegetables",96,"OUT049",14,"Medium","Tier 1","Supermarket Type1",952
13.1,"LF",0.037657459,"Fruits and Vegetables",176,"OUT045",11,"Small","Tier 2","Supermarket Type1",2802
9.6,"LF",0.049617765,"Household",44,"OUT010",15,"Small","Tier 3","Grocery Store",45
17.25,"LF",0.07325106,"Canned",76,"OUT017",6,"Small","Tier 2","Supermarket Type1",779
20.7,"Regular",0.114294512,"Dairy",95,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1229
7.86,"Regular",0.073858923,"Dairy",219,"OUT013",26,"High","Tier 3","Supermarket Type1",3724
11.8,"LF",0,"Fruits and Vegetables",45,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1149
12.6,"LF",0.037711338,"Health and Hygiene",42,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1358
16.2,"LF",0.035967107,"Fruits and Vegetables",260,"OUT049",14,"Medium","Tier 1","Supermarket Type1",7550
6.67,"Regular",0,"Snack Foods",91,"OUT018",4,"Medium","Tier 3","Supermarket Type2",974
9.6,"Regular",0.014270394,"Snack Foods",187,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2647
12.6,"LF",0.039370913,"Meat",117,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3867
10.3,"Regular",0.024935297,"Baking Goods",172,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3966
12.35,"Regular",0.038500421,"Fruits and Vegetables",111,"OUT046",16,"Small","Tier 1","Supermarket Type1",1208
13.8,"LF",0.058339153,"Dairy",246,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1228
6.89,"Regular",0.136314863,"Snack Foods",195,"OUT013",26,"High","Tier 3","Supermarket Type1",2703
12.6,"LF",0.17514326,"Fruits and Vegetables",222,"OUT027",28,"Medium","Tier 3","Supermarket Type3",9562
12.6,"Regular",0.026420581,"Meat",251,"OUT019",28,"Small","Tier 1","Grocery Store",1001
12.35,"Regular",0.185824165,"Baking Goods",79,"OUT035",9,"Small","Tier 2","Supermarket Type1",695
18.85,"LF",0.036031137,"Meat",60,"OUT035",9,"Small","Tier 2","Supermarket Type1",1126
10.9,"Regular",0.009636821,"Dairy",122,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2463
12.6,"Regular",0.02974207,"Dairy",89,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3454
8.39,"Regular",0.024201084,"Frozen Foods",113,"OUT035",9,"Small","Tier 2","Supermarket Type1",2176
16.1,"Regular",0.024928351,"Fruits and Vegetables",95,"OUT013",26,"High","Tier 3","Supermarket Type1",3089
12.85,"LF",0.033287541,"Fruits and Vegetables",198,"OUT045",11,"Small","Tier 2","Supermarket Type1",1380
14.8,"LF",0.081206491,"Meat",189,"OUT045",11,"Small","Tier 2","Supermarket Type1",1720
14.1,"LF",0.089817198,"Canned",143,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3529
9,"LF",0.079794329,"Canned",80,"OUT017",6,"Small","Tier 2","Supermarket Type1",1178
6.17,"LF",0.010652508,"Meat",66,"OUT045",11,"Small","Tier 2","Supermarket Type1",775
9.5,"LF",0.041878397,"Soft Drinks",33,"OUT035",9,"Small","Tier 2","Supermarket Type1",133
9.7,"Regular",0.029140008,"Canned",176,"OUT013",26,"High","Tier 3","Supermarket Type1",3529
13,"Regular",0.070444232,"Snack Foods",63,"OUT045",11,"Small","Tier 2","Supermarket Type1",1044
13.5,"LF",0.060603014,"Baking Goods",86,"OUT045",11,"Small","Tier 2","Supermarket Type1",1731
11.85,"Regular",0.056033565,"Baking Goods",51,"OUT017",6,"Small","Tier 2","Supermarket Type1",974
11.8,"Regular",0.170548238,"Canned",114,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1382
8.43,"LF",0.017360867,"Soft Drinks",196,"OUT045",11,"Small","Tier 2","Supermarket Type1",1577
11.85,"LF",0.132939639,"Dairy",98,"OUT045",11,"Small","Tier 2","Supermarket Type1",1762
6.65,"LF",0.087669485,"Fruits and Vegetables",127,"OUT046",16,"Small","Tier 1","Supermarket Type1",2416
13.35,"LF",0.065215312,"Baking Goods",93,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1103
7.81,"LF",0.067836851,"Soft Drinks",246,"OUT017",6,"Small","Tier 2","Supermarket Type1",5376
6.65,"LF",0.087805788,"Fruits and Vegetables",127,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1908
12.6,"LF",0.005209791,"Dairy",265,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3180
12.5,"LF",0.112203445,"Canned",121,"OUT035",9,"Small","Tier 2","Supermarket Type1",1438
12.6,"LF",0.03046847,"Starchy Foods",255,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3036
13.3,"LF",0.080131363,"Dairy",234,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4195
17.5,"LF",0.013658248,"Frozen Foods",256,"OUT049",14,"Medium","Tier 1","Supermarket Type1",6200
5.46,"Regular",0.032177405,"Canned",185,"OUT046",16,"Small","Tier 1","Supermarket Type1",5220
20.6,"Regular",0.030504756,"Dairy",213,"OUT035",9,"Small","Tier 2","Supermarket Type1",3599
12.6,"LF",0.079904068,"Snack Foods",120,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4434
12.6,"LF",0.087045086,"Breads",197,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6243
6.12,"Regular",0.007038478,"Soft Drinks",189,"OUT013",26,"High","Tier 3","Supermarket Type1",3605
19.85,"LF",0.025968706,"Household",50,"OUT046",16,"Small","Tier 1","Supermarket Type1",1007
18,"LF",0.124428516,"Frozen Foods",120,"OUT035",9,"Small","Tier 2","Supermarket Type1",948
18.6,"LF",0.047964395,"Snack Foods",185,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2993
6.15,"LF",0.04627095,"Baking Goods",99,"OUT046",16,"Small","Tier 1","Supermarket Type1",2365
5.93,"Regular",0.09646733,"Dairy",43,"OUT046",16,"Small","Tier 1","Supermarket Type1",669
11.6,"LF",0.041177505,"Soft Drinks",140,"OUT017",6,"Small","Tier 2","Supermarket Type1",2553
20.35,"Regular",0.014909465,"Fruits and Vegetables",232,"OUT017",6,"Small","Tier 2","Supermarket Type1",6076
10.1,"LF",0.024213342,"Canned",117,"OUT045",11,"Small","Tier 2","Supermarket Type1",1282
15,"LF",0.077622622,"Breads",122,"OUT010",15,"Small","Tier 3","Grocery Store",244
6.62,"Regular",0.09234651,"Canned",252,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4506
7.73,"LF",0.029131242,"Household",124,"OUT045",11,"Small","Tier 2","Supermarket Type1",487
8.3,"Regular",0.030198228,"Baking Goods",98,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2168
8.71,"Regular",0.072301795,"Canned",186,"OUT045",11,"Small","Tier 2","Supermarket Type1",3332
12.85,"LF",0.022639195,"Fruits and Vegetables",180,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2165
15,"LF",0.04499948,"Health and Hygiene",140,"OUT045",11,"Small","Tier 2","Supermarket Type1",1686
17.25,"Regular",0.047458754,"Snack Foods",96,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1264
10,"LF",0.0674819,"Snack Foods",235,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1182
17.75,"LF",0.030501281,"Others",181,"OUT035",9,"Small","Tier 2","Supermarket Type1",3416
15.1,"LF",0.087604871,"Meat",242,"OUT010",15,"Small","Tier 3","Grocery Store",485
14.35,"LF",0.080594133,"Baking Goods",81,"OUT046",16,"Small","Tier 1","Supermarket Type1",1758
19.85,"LF",0,"Health and Hygiene",126,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1878
18.75,"LF",0.052146456,"Health and Hygiene",105,"OUT045",11,"Small","Tier 2","Supermarket Type1",746
14.85,"LF",0.01867669,"Canned",189,"OUT017",6,"Small","Tier 2","Supermarket Type1",3957
14,"LF",0.030094192,"Fruits and Vegetables",216,"OUT046",16,"Small","Tier 1","Supermarket Type1",1079
5.34,"Regular",0.005958918,"Snack Foods",102,"OUT013",26,"High","Tier 3","Supermarket Type1",1709
4.61,"LF",0.122843005,"Hard Drinks",172,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1570
16.1,"LF",0.023613955,"Soft Drinks",193,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5350
11.8,"LF",0.054238448,"Hard Drinks",75,"OUT049",14,"Medium","Tier 1","Supermarket Type1",987
13.35,"LF",0.140241213,"Frozen Foods",150,"OUT017",6,"Small","Tier 2","Supermarket Type1",2685
5.7,"Regular",0.067700925,"Breads",257,"OUT046",16,"Small","Tier 1","Supermarket Type1",2056
9.6,"Regular",0.022278477,"Breads",102,"OUT046",16,"Small","Tier 1","Supermarket Type1",1548
8.18,"LF",0.0132043,"Household",144,"OUT017",6,"Small","Tier 2","Supermarket Type1",2694
17.25,"LF",0,"Frozen Foods",41,"OUT018",4,"Medium","Tier 3","Supermarket Type2",629
8.51,"LF",0.052051256,"Household",142,"OUT045",11,"Small","Tier 2","Supermarket Type1",2004
12.6,"LF",0.116928924,"Frozen Foods",183,"OUT019",28,"Small","Tier 1","Grocery Store",365
12.6,"LF",0.02528566,"Fruits and Vegetables",159,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4474
18.2,"LF",0.089901774,"Fruits and Vegetables",198,"OUT046",16,"Small","Tier 1","Supermarket Type1",393
9.4,"LF",0.103664897,"Snack Foods",234,"OUT013",26,"High","Tier 3","Supermarket Type1",1414
17.7,"Regular",0.016593506,"Fruits and Vegetables",47,"OUT035",9,"Small","Tier 2","Supermarket Type1",972
12.6,"LF",0.083862625,"Health and Hygiene",44,"OUT019",28,"Small","Tier 1","Grocery Store",216
20.2,"Regular",0.100095288,"Fruits and Vegetables",125,"OUT010",15,"Small","Tier 3","Grocery Store",127
12.6,"Regular",0.02363057,"Snack Foods",142,"OUT019",28,"Small","Tier 1","Grocery Store",425
11.8,"Regular",0.057538034,"Meat",150,"OUT045",11,"Small","Tier 2","Supermarket Type1",1663
14.5,"Regular",0.058918844,"Fruits and Vegetables",170,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3238
8.95,"Regular",0,"Dairy",265,"OUT017",6,"Small","Tier 2","Supermarket Type1",4734
11.6,"LF",0.068535039,"Soft Drinks",143,"OUT010",15,"Small","Tier 3","Grocery Store",284
11.35,"LF",0.030869612,"Snack Foods",50,"OUT045",11,"Small","Tier 2","Supermarket Type1",708
7.63,"LF",0.061188147,"Soft Drinks",94,"OUT045",11,"Small","Tier 2","Supermarket Type1",1135
12.6,"Regular",0.098663652,"Dairy",63,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2105
17.85,"LF",0.037826873,"Soft Drinks",190,"OUT046",16,"Small","Tier 1","Supermarket Type1",2285
12.6,"LF",0.014560297,"Baking Goods",81,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1332
10.7,"Regular",0.10154201,"Breakfast",174,"OUT010",15,"Small","Tier 3","Grocery Store",176
18.85,"Regular",0.068059156,"Dairy",120,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1798
14.35,"LF",0.017073332,"Health and Hygiene",110,"OUT045",11,"Small","Tier 2","Supermarket Type1",1658
6.64,"LF",0.027222517,"Household",174,"OUT017",6,"Small","Tier 2","Supermarket Type1",2093
20.1,"LF",0.077439606,"Health and Hygiene",61,"OUT035",9,"Small","Tier 2","Supermarket Type1",980
12.15,"LF",0.018439138,"Frozen Foods",255,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5073
10,"LF",0.025822315,"Canned",263,"OUT035",9,"Small","Tier 2","Supermarket Type1",3172
5.95,"LF",0.155706798,"Household",128,"OUT010",15,"Small","Tier 3","Grocery Store",646
15.2,"LF",0.113072194,"Soft Drinks",36,"OUT049",14,"Medium","Tier 1","Supermarket Type1",597
5.62,"LF",0,"Health and Hygiene",122,"OUT046",16,"Small","Tier 1","Supermarket Type1",2463
11.5,"Regular",0.04224015,"Frozen Foods",195,"OUT017",6,"Small","Tier 2","Supermarket Type1",3089
17.6,"Regular",0.041381156,"Snack Foods",35,"OUT046",16,"Small","Tier 1","Supermarket Type1",659
15.5,"LF",0.053362086,"Soft Drinks",42,"OUT035",9,"Small","Tier 2","Supermarket Type1",736
11.35,"LF",0.051564827,"Snack Foods",49,"OUT010",15,"Small","Tier 3","Grocery Store",101
12.6,"Regular",0.135375727,"Fruits and Vegetables",256,"OUT019",28,"Small","Tier 1","Grocery Store",256
14.5,"Regular",0.09735225,"Snack Foods",161,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1750
11.8,"Regular",0.093655728,"Snack Foods",127,"OUT046",16,"Small","Tier 1","Supermarket Type1",3004
12.6,"Regular",0.057620562,"Snack Foods",115,"OUT019",28,"Small","Tier 1","Grocery Store",114
9.9,"LF",0.060055757,"Household",234,"OUT035",9,"Small","Tier 2","Supermarket Type1",3718
6.32,"LF",0.012737719,"Meat",39,"OUT049",14,"Medium","Tier 1","Supermarket Type1",354
19.5,"LF",0.015749341,"Household",182,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3308
18,"Regular",0.238831875,"Fruits and Vegetables",88,"OUT010",15,"Small","Tier 3","Grocery Store",89
12.6,"LF",0.117530851,"Snack Foods",223,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4027
12.6,"Regular",0.05787008,"Breakfast",50,"OUT019",28,"Small","Tier 1","Grocery Store",51
12.6,"Regular",0.074338562,"Dairy",256,"OUT017",6,"Small","Tier 2","Supermarket Type1",9665
16,"LF",0.090111173,"Dairy",141,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3262
15.85,"LF",0.078489577,"Canned",40,"OUT013",26,"High","Tier 3","Supermarket Type1",645
15.6,"LF",0.081036436,"Baking Goods",112,"OUT013",26,"High","Tier 3","Supermarket Type1",2573
10.7,"LF",0.057909547,"Fruits and Vegetables",60,"OUT045",11,"Small","Tier 2","Supermarket Type1",184
6.17,"LF",0.010647477,"Meat",66,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1937
5.7,"LF",0.065857092,"Frozen Foods",259,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4380
8.66,"Regular",0.088178053,"Snack Foods",123,"OUT035",9,"Small","Tier 2","Supermarket Type1",2302
17,"LF",0.119285634,"Frozen Foods",247,"OUT013",26,"High","Tier 3","Supermarket Type1",2980
8.4,"LF",0.039492207,"Snack Foods",97,"OUT046",16,"Small","Tier 1","Supermarket Type1",1091
11.5,"LF",0.072820885,"Fruits and Vegetables",191,"OUT013",26,"High","Tier 3","Supermarket Type1",3036
16.7,"LF",0.070588621,"Fruits and Vegetables",108,"OUT017",6,"Small","Tier 2","Supermarket Type1",1419
12.6,"Regular",0.087894475,"Snack Foods",121,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2587
12.6,"LF",0.057556998,"Baking Goods",108,"OUT019",28,"Small","Tier 1","Grocery Store",214
13.6,"Regular",0.043646901,"Fruits and Vegetables",156,"OUT035",9,"Small","Tier 2","Supermarket Type1",3471
8.02,"LF",0,"Household",158,"OUT013",26,"High","Tier 3","Supermarket Type1",1714
20.1,"Regular",0.054763518,"Frozen Foods",151,"OUT017",6,"Small","Tier 2","Supermarket Type1",3476
19.1,"LF",0.097280981,"Fruits and Vegetables",233,"OUT017",6,"Small","Tier 2","Supermarket Type1",5375
17.75,"Regular",0.157470693,"Dairy",239,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4326
14.5,"Regular",0.128520186,"Baking Goods",101,"OUT045",11,"Small","Tier 2","Supermarket Type1",1948
7.96,"LF",0.028339599,"Canned",162,"OUT013",26,"High","Tier 3","Supermarket Type1",1780
9.1,"LF",0.174085625,"Baking Goods",125,"OUT035",9,"Small","Tier 2","Supermarket Type1",2391
7.68,"LF",0.152865879,"Health and Hygiene",85,"OUT045",11,"Small","Tier 2","Supermarket Type1",1619
15.35,"LF",0.073269336,"Soft Drinks",92,"OUT035",9,"Small","Tier 2","Supermarket Type1",1119
12.6,"LF",0.033725743,"Snack Foods",212,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4248
7.94,"LF",0.017253305,"Dairy",51,"OUT017",6,"Small","Tier 2","Supermarket Type1",499
12.6,"LF",0.018321361,"Frozen Foods",255,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4820
6.1,"LF",0.081196619,"Others",141,"OUT046",16,"Small","Tier 1","Supermarket Type1",1418
12.6,"LF",0.079931185,"Canned",220,"OUT019",28,"Small","Tier 1","Grocery Store",884
8.19,"LF",0.038789271,"Fruits and Vegetables",116,"OUT049",14,"Medium","Tier 1","Supermarket Type1",703
12.3,"Regular",0.106238768,"Fruits and Vegetables",176,"OUT013",26,"High","Tier 3","Supermarket Type1",3663
17.75,"Regular",0.067490036,"Baking Goods",185,"OUT035",9,"Small","Tier 2","Supermarket Type1",6338
14.85,"LF",0.018571641,"Canned",187,"OUT046",16,"Small","Tier 1","Supermarket Type1",4334
12.8,"Regular",0.190569038,"Breads",139,"OUT010",15,"Small","Tier 3","Grocery Store",281
19.5,"Regular",0.0273467,"Canned",159,"OUT046",16,"Small","Tier 1","Supermarket Type1",1758
6.77,"Regular",0.087437069,"Frozen Foods",106,"OUT045",11,"Small","Tier 2","Supermarket Type1",1672
19.2,"Regular",0.09444959,"Frozen Foods",188,"OUT017",6,"Small","Tier 2","Supermarket Type1",4711
10.7,"Regular",0.12770295,"Dairy",120,"OUT035",9,"Small","Tier 2","Supermarket Type1",2517
19,"Regular",0.162882227,"Frozen Foods",47,"OUT010",15,"Small","Tier 3","Grocery Store",189
16.6,"LF",0.050392993,"Canned",118,"OUT045",11,"Small","Tier 2","Supermarket Type1",3200
15,"Regular",0.161301097,"Canned",185,"OUT013",26,"High","Tier 3","Supermarket Type1",2213
8.67,"LF",0.065436581,"Soft Drinks",143,"OUT046",16,"Small","Tier 1","Supermarket Type1",2013
20.25,"Regular",0,"Dairy",194,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4292
11.8,"LF",0.113234914,"Soft Drinks",186,"OUT013",26,"High","Tier 3","Supermarket Type1",5368
12.6,"LF",0.006727008,"Others",125,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3202
12.6,"LF",0.080771137,"Fruits and Vegetables",146,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4157
15.1,"LF",0.052329172,"Meat",243,"OUT035",9,"Small","Tier 2","Supermarket Type1",4605
6.85,"LF",0.023012718,"Frozen Foods",262,"OUT017",6,"Small","Tier 2","Supermarket Type1",1570
5.82,"LF",0.080968973,"Household",171,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2037
6.11,"Regular",0.103503049,"Fruits and Vegetables",130,"OUT017",6,"Small","Tier 2","Supermarket Type1",1174
11.1,"LF",0.010632752,"Canned",83,"OUT013",26,"High","Tier 3","Supermarket Type1",1510
7.47,"Regular",0,"Frozen Foods",212,"OUT045",11,"Small","Tier 2","Supermarket Type1",6412
8.51,"LF",0.016176344,"Household",192,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1937
14.3,"LF",0.127541722,"Frozen Foods",85,"OUT046",16,"Small","Tier 1","Supermarket Type1",1193
17.75,"LF",0.030631323,"Others",179,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2517
12.5,"Regular",0.081879864,"Fruits and Vegetables",92,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1358
12.6,"LF",0.086360962,"Hard Drinks",151,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2439
12.6,"Regular",0.025616191,"Snack Foods",188,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6240
5.83,"LF",0.091857904,"Household",161,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1618
17.75,"LF",0.073709686,"Seafood",35,"OUT018",4,"Medium","Tier 3","Supermarket Type2",415
12.3,"LF",0.05271592,"Household",190,"OUT018",4,"Medium","Tier 3","Supermarket Type2",569
18.5,"Regular",0.062609071,"Frozen Foods",149,"OUT017",6,"Small","Tier 2","Supermarket Type1",1766
9.2,"Regular",0.051697108,"Baking Goods",79,"OUT049",14,"Medium","Tier 1","Supermarket Type1",864
9.3,"LF",0,"Frozen Foods",183,"OUT017",6,"Small","Tier 2","Supermarket Type1",4013
6.03,"LF",0,"Dairy",175,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1594
9.2,"Regular",0.122202946,"Fruits and Vegetables",100,"OUT013",26,"High","Tier 3","Supermarket Type1",1619
8.51,"LF",0.05190268,"Household",142,"OUT013",26,"High","Tier 3","Supermarket Type1",2863
12.6,"LF",0.066611321,"Snack Foods",178,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3705
11.1,"LF",0.111122936,"Fruits and Vegetables",189,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3631
16,"LF",0.099136036,"Household",210,"OUT046",16,"Small","Tier 1","Supermarket Type1",1487
20.2,"LF",0.099893424,"Household",188,"OUT035",9,"Small","Tier 2","Supermarket Type1",3929
12.6,"LF",0.035414528,"Breads",218,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3701
12.6,"LF",0.173574402,"Household",214,"OUT019",28,"Small","Tier 1","Grocery Store",1062
12.85,"LF",0.121914662,"Snack Foods",44,"OUT049",14,"Medium","Tier 1","Supermarket Type1",615
18.85,"LF",0.167552202,"Household",193,"OUT035",9,"Small","Tier 2","Supermarket Type1",2333
12.6,"LF",0.064607378,"Canned",87,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2268
9.21,"LF",0.008778413,"Fruits and Vegetables",122,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1584
9.7,"LF",0.130261652,"Fruits and Vegetables",185,"OUT045",11,"Small","Tier 2","Supermarket Type1",3368
15.25,"LF",0.026760329,"Snack Foods",86,"OUT017",6,"Small","Tier 2","Supermarket Type1",2006
20.85,"LF",0.032442388,"Baking Goods",178,"OUT035",9,"Small","Tier 2","Supermarket Type1",4674
7.05,"Regular",0.055644887,"Breads",225,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2685
9.8,"LF",0.09046564,"Others",194,"OUT046",16,"Small","Tier 1","Supermarket Type1",3100
14.15,"LF",0,"Snack Foods",244,"OUT045",11,"Small","Tier 2","Supermarket Type1",731
