Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
NCI54,12.6,LF,0.033436336,Household,2.030968695,OUT027,28,Medium,Tier 3,Supermarket Type3,3.48534567
FDV44,8.37,Regular,0.039844429,Fruits and Vegetables,2.279025064,OUT046,16,Small,Tier 1,Supermarket Type1,3.279709824
FDI48,11.85,Regular,0.055805027,Baking Goods,1.724821263,OUT049,14,Medium,Tier 1,Supermarket Type1,2.709834516
NCL05,19.6,LF,0.047888606,Health and Hygiene,1.626104162,OUT035,9,Small,Tier 2,Supermarket Type1,2.782385183
FDT32,19,Regular,0.065735977,Fruits and Vegetables,2.277887349,OUT049,14,Medium,Tier 1,Supermarket Type1,3.451221485
FDM10,18.25,LF,0.076089711,Snack Foods,2.328220129,OUT049,14,Medium,Tier 1,Supermarket Type1,3.585121328
FDS21,19.85,Regular,0.020908608,Snack Foods,1.802906387,OUT049,14,Medium,Tier 1,Supermarket Type1,2.746069249
FDD11,12.85,LF,0.030678825,Starchy Foods,2.400890117,OUT045,11,Small,Tier 2,Supermarket Type1,3.549255423
FDL04,12.6,LF,0.111381428,Frozen Foods,2.028417515,OUT027,28,Medium,Tier 3,Supermarket Type3,3.471898946
FDO58,19.6,LF,0.039738393,Snack Foods,2.214188204,OUT018,4,Medium,Tier 3,Supermarket Type2,3.471313249
FDQ08,15.7,Regular,0.01903743,Fruits and Vegetables,1.782139968,OUT017,6,Small,Tier 2,Supermarket Type1,2.690221605
FDT28,13.3,LF,0.06356617,Frozen Foods,2.180042106,OUT046,16,Small,Tier 1,Supermarket Type1,3.557663472
FDT22,10.4,LF,0.112553853,Snack Foods,1.771013922,OUT018,4,Medium,Tier 3,Supermarket Type2,3.139314136
FDB58,10.5,Regular,0.013493914,Snack Foods,2.157503308,OUT035,9,Small,Tier 2,Supermarket Type1,3.494146075
FDN45,19.35,LF,0.118102769,Snack Foods,2.351813307,OUT046,16,Small,Tier 1,Supermarket Type1,3.303925578
FDZ45,14.1,LF,0.06682033,Snack Foods,2.298653124,OUT013,26,High,Tier 3,Supermarket Type1,3.677771297
FDJ38,8.6,Regular,0.040205535,Canned,2.275893863,OUT046,16,Small,Tier 1,Supermarket Type1,3.880248642
NCT06,17.1,LF,0.038816115,Household,2.221373024,OUT045,11,Small,Tier 2,Supermarket Type1,3.122633125
FDU21,12.6,Regular,0.076348933,Snack Foods,1.516612046,OUT027,28,Medium,Tier 3,Supermarket Type3,2.853133262
NCP30,20.5,LF,0.032819637,Household,1.590866345,OUT049,14,Medium,Tier 1,Supermarket Type1,2.992135811
FDR27,15.1,Regular,0.096249842,Meat,2.128703556,OUT049,14,Medium,Tier 1,Supermarket Type1,3.32631685
FDW39,6.69,Regular,0,Meat,2.247818659,OUT017,6,Small,Tier 2,Supermarket Type1,3.626800906
DRZ24,12.6,LF,0,Soft Drinks,2.082943267,OUT027,28,Medium,Tier 3,Supermarket Type3,3.379646292
FDK21,7.91,LF,0.010003987,Snack Foods,2.399225007,OUT013,26,High,Tier 3,Supermarket Type1,3.760259472
FDJ04,18,LF,0.124452048,Frozen Foods,2.073763793,OUT046,16,Small,Tier 1,Supermarket Type1,3.115156478
FDZ13,7.84,Regular,0.154363209,Canned,1.706162828,OUT017,6,Small,Tier 2,Supermarket Type1,2.7775863
FDS16,15.15,Regular,0.066551268,Frozen Foods,2.160396493,OUT017,6,Small,Tier 2,Supermarket Type1,3.597130236
FDD56,15.2,Regular,0.173703549,Fruits and Vegetables,2.245032211,OUT010,15,Small,Tier 3,Grocery Store,3.02145079
FDI57,19.85,LF,0.054025644,Seafood,2.295076015,OUT046,16,Small,Tier 1,Supermarket Type1,3.813149442
FDQ12,12.6,LF,0.03523927,Baking Goods,2.36474043,OUT027,28,Medium,Tier 3,Supermarket Type3,3.776136234
FDI56,7.33,LF,0.093385381,Fruits and Vegetables,1.960540221,OUT046,16,Small,Tier 1,Supermarket Type1,3.215336863
NCT42,5.88,LF,0.024937792,Household,2.171548605,OUT045,11,Small,Tier 2,Supermarket Type1,3.319719845
FDM25,10.7,Regular,0.060654268,Breakfast,2.242469868,OUT035,9,Small,Tier 2,Supermarket Type1,3.523701319
DRB25,12.6,LF,0.06912336,Soft Drinks,2.025690005,OUT027,28,Medium,Tier 3,Supermarket Type3,3.445143015
NCY30,20.25,LF,0.025953257,Household,2.254300529,OUT046,16,Small,Tier 1,Supermarket Type1,3.404040731
FDD44,8.05,Regular,0.07884393,Fruits and Vegetables,2.410042275,OUT017,6,Small,Tier 2,Supermarket Type1,3.942533673
FDK45,11.65,LF,0.033851785,Seafood,2.049938663,OUT035,9,Small,Tier 2,Supermarket Type1,3.008035222
FDN45,19.35,LF,0.118342285,Snack Foods,2.347542329,OUT045,11,Small,Tier 2,Supermarket Type1,3.252773055
FDQ09,7.24,LF,0.058121214,Snack Foods,2.064021229,OUT035,9,Small,Tier 2,Supermarket Type1,3.14057114
FDC17,12.15,LF,0.015457803,Frozen Foods,2.322204404,OUT035,9,Small,Tier 2,Supermarket Type1,3.720970882
FDD45,8.62,LF,0.116152226,Fruits and Vegetables,1.973790801,OUT013,26,High,Tier 3,Supermarket Type1,3.179752118
FDD41,6.77,Regular,0.087260103,Frozen Foods,2.021315846,OUT046,16,Small,Tier 1,Supermarket Type1,3.320273439
FDU46,10.3,Regular,0.0111263,Snack Foods,1.940785346,OUT046,16,Small,Tier 1,Supermarket Type1,3.083415179
FDO45,13.15,Regular,0.038167453,Snack Foods,1.951753154,OUT017,6,Small,Tier 2,Supermarket Type1,3.090045758
FDG41,8.84,Regular,0.076547632,Frozen Foods,2.039504538,OUT035,9,Small,Tier 2,Supermarket Type1,3.219543138
DRC13,8.26,Regular,0,Soft Drinks,2.088394816,OUT045,11,Small,Tier 2,Supermarket Type1,2.86866677
FDX50,20.1,LF,0.074931201,Dairy,2.037118797,OUT018,4,Medium,Tier 3,Supermarket Type2,3.043451879
FDK56,9.7,LF,0,Fruits and Vegetables,2.267617063,OUT035,9,Small,Tier 2,Supermarket Type1,3.418178146
NCL18,18.85,LF,0.16758389,Household,2.289173186,OUT046,16,Small,Tier 1,Supermarket Type1,3.434854678
FDN57,18.25,LF,0.054318517,Snack Foods,2.148958458,OUT049,14,Medium,Tier 1,Supermarket Type1,3.804935908
FDX03,12.6,Regular,0.060800116,Meat,1.648110098,OUT027,28,Medium,Tier 3,Supermarket Type3,2.886301625
NCU17,5.32,LF,0,Health and Hygiene,2.007608679,OUT013,26,High,Tier 3,Supermarket Type1,3.049427907
FDL14,8.12,Regular,0.032152786,Canned,2.196997002,OUT035,9,Small,Tier 2,Supermarket Type1,3.271740894
NCU18,15.1,LF,0.055840055,Household,2.145661229,OUT046,16,Small,Tier 1,Supermarket Type1,3.149679652
NCH43,8.42,LF,0.070968081,Household,2.334291262,OUT017,6,Small,Tier 2,Supermarket Type1,3.28813131
FDH41,9,LF,0.081996013,Frozen Foods,2.334962944,OUT035,9,Small,Tier 2,Supermarket Type1,3.633576309
FDS28,8.18,Regular,0.082737261,Frozen Foods,1.758600057,OUT018,4,Medium,Tier 3,Supermarket Type2,2.535993492
FDG02,12.6,LF,0.011206632,Canned,2.281984589,OUT027,28,Medium,Tier 3,Supermarket Type3,3.601929119
FDS40,15.35,LF,0.014047825,Frozen Foods,1.564890845,OUT045,11,Small,Tier 2,Supermarket Type1,2.767826463
FDD10,20.6,Regular,0.045982389,Snack Foods,2.248057663,OUT013,26,High,Tier 3,Supermarket Type1,2.72859984
DRQ35,9.3,LF,0.042256257,Hard Drinks,2.094955814,OUT013,26,High,Tier 3,Supermarket Type1,3.206800087
NCL05,19.6,LF,0,Health and Hygiene,1.632224391,OUT049,14,Medium,Tier 1,Supermarket Type1,2.812348407
FDJ48,11.3,LF,0.056424146,Baking Goods,2.394121982,OUT035,9,Small,Tier 2,Supermarket Type1,3.34696021
FDV21,12.6,LF,0.170254469,Snack Foods,2.096459503,OUT027,28,Medium,Tier 3,Supermarket Type3,3.327950561
FDJ26,15.3,Regular,0.084749164,Canned,2.333491206,OUT035,9,Small,Tier 2,Supermarket Type1,3.608602424
NCN05,8.24,LF,0.014541462,Health and Hygiene,2.265984601,OUT017,6,Small,Tier 2,Supermarket Type1,3.584895779
FDK09,15.2,LF,0.091763303,Snack Foods,2.358953102,OUT046,16,Small,Tier 1,Supermarket Type1,3.26299222
FDM56,12.6,LF,0.069851683,Fruits and Vegetables,2.045288547,OUT027,28,Medium,Tier 3,Supermarket Type3,3.117368885
DRF25,9,LF,0.039004193,Soft Drinks,1.568424683,OUT045,11,Small,Tier 2,Supermarket Type1,2.818978985
FDG14,9,Regular,0.05060313,Canned,2.178696147,OUT045,11,Small,Tier 2,Supermarket Type1,3.643676636
FDZ31,15.35,Regular,0.113195815,Fruits and Vegetables,2.280693075,OUT035,9,Small,Tier 2,Supermarket Type1,3.56148988
FDU21,12.6,Regular,0.134327613,Snack Foods,1.544759882,OUT019,28,Small,Tier 1,Grocery Store,1.530913967
FDC57,20.1,Regular,0.054584207,Fruits and Vegetables,2.286416047,OUT035,9,Small,Tier 2,Supermarket Type1,3.62816447
FDU46,10.3,Regular,0.018623146,Snack Foods,1.94376154,OUT010,15,Small,Tier 3,Grocery Store,2.414408398
FDU22,12.35,LF,0.093278912,Snack Foods,2.074496085,OUT035,9,Small,Tier 2,Supermarket Type1,3.416186474
DRG23,8.88,LF,0.086957199,Hard Drinks,2.183464022,OUT045,11,Small,Tier 2,Supermarket Type1,3.137421783
FDR23,15.85,LF,0.13689554,Breads,2.246589665,OUT010,15,Small,Tier 3,Grocery Store,2.723710919
FDI14,14.1,LF,0.090043082,Canned,2.146591863,OUT018,4,Medium,Tier 3,Supermarket Type2,2.927830902
NCN42,20.25,LF,0.014251461,Household,2.172140956,OUT045,11,Small,Tier 2,Supermarket Type1,3.42300857
NCM41,16.5,LF,0.035711426,Health and Hygiene,1.971331524,OUT049,14,Medium,Tier 1,Supermarket Type1,3.199920748
FDT55,13.6,Regular,0.043655155,Fruits and Vegetables,2.195331102,OUT046,16,Small,Tier 1,Supermarket Type1,3.559819973
DRY23,12.6,Regular,0.108568067,Soft Drinks,1.63257066,OUT027,28,Medium,Tier 3,Supermarket Type3,2.908277366
FDL46,20.35,LF,0.090480214,Snack Foods,2.077537229,OUT010,15,Small,Tier 3,Grocery Store,2.071317057
FDQ57,7.28,LF,0.027942357,Snack Foods,2.161595573,OUT035,9,Small,Tier 2,Supermarket Type1,3.207159157
FDQ16,19.7,LF,0.041730507,Frozen Foods,2.038585194,OUT035,9,Small,Tier 2,Supermarket Type1,3.38061032
FDZ52,12.6,LF,0.099589909,Frozen Foods,2.038177298,OUT027,28,Medium,Tier 3,Supermarket Type3,3.625843859
FDL16,12.6,LF,0.294939214,Frozen Foods,1.673076228,OUT019,28,Small,Tier 1,Grocery Store,2.145563086
NCX18,14.15,LF,0.008829806,Household,2.294049368,OUT018,4,Medium,Tier 3,Supermarket Type2,3.654893643
FDM34,19,LF,0.067722325,Snack Foods,2.116815545,OUT018,4,Medium,Tier 3,Supermarket Type2,3.196991263
FDG60,12.6,LF,0.060405784,Baking Goods,2.370256915,OUT027,28,Medium,Tier 3,Supermarket Type3,3.832284452
NCA06,20.5,LF,0,Household,1.569596268,OUT018,4,Medium,Tier 3,Supermarket Type2,2.925434316
DRD12,6.96,LF,0.077193561,Soft Drinks,1.953830217,OUT046,16,Small,Tier 1,Supermarket Type1,3.106192394
FDP04,15.35,LF,0.013869039,Frozen Foods,1.79599674,OUT018,4,Medium,Tier 3,Supermarket Type2,2.650713064
NCH30,17.1,LF,0.067290244,Household,2.059131559,OUT045,11,Small,Tier 2,Supermarket Type1,3.199920748
FDS04,10.2,Regular,0.146960375,Frozen Foods,2.153155455,OUT045,11,Small,Tier 2,Supermarket Type1,3.226807492
FDQ13,12.6,LF,0.018632082,Canned,1.919029951,OUT019,28,Small,Tier 1,Grocery Store,2.701865586
FDU59,5.78,LF,0.096536082,Breads,2.21180163,OUT049,14,Medium,Tier 1,Supermarket Type1,3.553156298
DRG11,6.39,LF,0.084008316,Hard Drinks,2.034466418,OUT045,11,Small,Tier 2,Supermarket Type1,3.074251491
FDA36,12.6,LF,0.005638944,Baking Goods,2.267153887,OUT027,28,Medium,Tier 3,Supermarket Type3,3.497837508
FDA15,9.3,LF,0.01601936,Dairy,2.395342471,OUT035,9,Small,Tier 2,Supermarket Type1,3.811188741
FDZ03,13.65,Regular,0.13187274,Dairy,2.274213288,OUT010,15,Small,Tier 3,Grocery Store,2.872561813
FDJ16,9.2,LF,0.114863923,Frozen Foods,1.771033053,OUT035,9,Small,Tier 2,Supermarket Type1,3.268013022
FDZ12,9.17,LF,0.103138922,Baking Goods,2.151513876,OUT049,14,Medium,Tier 1,Supermarket Type1,3.478001545
FDH09,12.6,LF,0.056191301,Seafood,1.726712542,OUT045,11,Small,Tier 2,Supermarket Type1,2.867098918
FDT13,14.85,LF,0.01867669,Canned,2.27582115,OUT017,6,Small,Tier 2,Supermarket Type1,3.597349521
FDU20,19.35,Regular,0.021578923,Fruits and Vegetables,2.081022366,OUT017,6,Small,Tier 2,Supermarket Type1,3.257113625
DRH25,18.7,LF,0,Soft Drinks,1.717939981,OUT035,9,Small,Tier 2,Supermarket Type1,2.669680903
FDK26,5.46,Regular,0.032242661,Canned,2.273288391,OUT045,11,Small,Tier 2,Supermarket Type1,3.549255423
FDU32,8.79,LF,0.025962714,Fruits and Vegetables,2.082574992,OUT035,9,Small,Tier 2,Supermarket Type1,3.289914863
FDI22,12.6,LF,0.096407554,Snack Foods,2.323996674,OUT045,11,Small,Tier 2,Supermarket Type1,3.524393422
NCB54,8.76,LF,0.050256604,Health and Hygiene,2.104943018,OUT018,4,Medium,Tier 3,Supermarket Type2,3.428864314
FDX46,12.3,Regular,0.058234621,Snack Foods,1.7690537,OUT045,11,Small,Tier 2,Supermarket Type1,2.772733797
NCC07,19.6,LF,0.023931217,Household,2.013664547,OUT013,26,High,Tier 3,Supermarket Type1,2.867098918
FDQ34,12.6,LF,0.284065879,Snack Foods,2.023508433,OUT019,28,Small,Tier 1,Grocery Store,2.325770911
FDM16,8.16,Regular,0.033692089,Frozen Foods,1.882156683,OUT018,4,Medium,Tier 3,Supermarket Type2,3.106871156
FDJ55,12.6,Regular,0.023417004,Meat,2.349938473,OUT027,28,Medium,Tier 3,Supermarket Type3,3.857410469
DRI01,7.97,LF,0.034647829,Soft Drinks,2.233610799,OUT017,6,Small,Tier 2,Supermarket Type1,3.49191606
FDD50,18.85,LF,0.142219209,Canned,2.224308218,OUT018,4,Medium,Tier 3,Supermarket Type2,3.182420017
FDJ08,11.1,LF,0.11089655,Fruits and Vegetables,2.282360597,OUT045,11,Small,Tier 2,Supermarket Type1,3.322618373
NCK18,9.6,LF,0.006708517,Household,2.216478376,OUT049,14,Medium,Tier 1,Supermarket Type1,3.473067977
FDQ14,9.27,LF,0.103419257,Dairy,2.17056972,OUT010,15,Small,Tier 3,Grocery Store,2.175526309
FDS51,13.35,LF,0.032180494,Meat,1.786889069,OUT046,16,Small,Tier 1,Supermarket Type1,2.636924779
FDA04,11.3,Regular,0.066717378,Frozen Foods,2.416467754,OUT035,9,Small,Tier 2,Supermarket Type1,3.692046993
FDP10,19,LF,0.128814669,Snack Foods,2.03206325,OUT017,6,Small,Tier 2,Supermarket Type1,3.0661336
FDT36,12.3,LF,0.111500259,Baking Goods,1.552514909,OUT045,11,Small,Tier 2,Supermarket Type1,2.927830902
FDH38,6.43,LF,0.010497273,Canned,2.073281271,OUT017,6,Small,Tier 2,Supermarket Type1,3.4490677
FDC16,11.5,Regular,0.020653603,Dairy,1.929183832,OUT018,4,Medium,Tier 3,Supermarket Type2,2.937287143
FDF17,5.19,LF,0.042687151,Frozen Foods,2.292058821,OUT049,14,Medium,Tier 1,Supermarket Type1,3.469257066
FDU23,12.15,LF,0.021705417,Breads,2.213566629,OUT013,26,High,Tier 3,Supermarket Type1,3.496549073
FDB34,15.25,LF,0.026651184,Snack Foods,1.937617177,OUT049,14,Medium,Tier 1,Supermarket Type1,3.219368687
FDW26,11.8,Regular,0.106968096,Dairy,2.345721027,OUT013,26,High,Tier 3,Supermarket Type1,3.493218293
FDP45,15.7,Regular,0.030686952,Snack Foods,2.403930677,OUT045,11,Small,Tier 2,Supermarket Type1,3.178986841
FDD38,16.75,Regular,0.008191729,Canned,2.015223074,OUT046,16,Small,Tier 1,Supermarket Type1,3.212155204
FDM60,10.8,Regular,0.048218142,Baking Goods,1.625454448,OUT049,14,Medium,Tier 1,Supermarket Type1,2.839122547
FDW26,11.8,Regular,0.107036943,Dairy,2.343166661,OUT035,9,Small,Tier 2,Supermarket Type1,3.648120253
FDV51,12.6,LF,0.032381325,Meat,2.220589731,OUT027,28,Medium,Tier 3,Supermarket Type3,3.738057078
FDT33,7.81,Regular,0.034043503,Snack Foods,2.227155756,OUT049,14,Medium,Tier 1,Supermarket Type1,3.427137495
FDQ40,11.1,Regular,0.036027524,Frozen Foods,2.248638185,OUT046,16,Small,Tier 1,Supermarket Type1,3.523701319
FDX40,12.85,LF,0,Frozen Foods,1.583384698,OUT035,9,Small,Tier 2,Supermarket Type1,2.700715137
FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,2.335960709,OUT035,9,Small,Tier 2,Supermarket Type1,3.482689427
DRJ01,6.14,LF,0.115032406,Soft Drinks,2.206889532,OUT046,16,Small,Tier 1,Supermarket Type1,3.110249144
FDP11,12.6,LF,0.068765925,Breads,2.336292789,OUT027,28,Medium,Tier 3,Supermarket Type3,3.638921539
NCN43,12.6,LF,0.006727008,Others,2.097510661,OUT027,28,Medium,Tier 3,Supermarket Type3,3.505488867
FDA15,9.3,LF,0.016087659,Dairy,2.397260588,OUT018,4,Medium,Tier 3,Supermarket Type2,3.776426635
FDO04,16.6,LF,0,Frozen Foods,1.737680751,OUT017,6,Small,Tier 2,Supermarket Type1,2.946541866
NCF43,8.51,LF,0.051936086,Household,2.155175045,OUT035,9,Small,Tier 2,Supermarket Type1,3.478001545
NCI17,8.65,LF,0.1442339,Health and Hygiene,1.979734981,OUT017,6,Small,Tier 2,Supermarket Type1,3.51619071
FDY47,8.6,Regular,0.05443912,Breads,2.110020378,OUT013,26,High,Tier 3,Supermarket Type1,3.016468389
FDF20,12.6,LF,0.033059299,Fruits and Vegetables,2.293311276,OUT027,28,Medium,Tier 3,Supermarket Type3,3.79978548
NCS53,14.5,LF,0.089778187,Health and Hygiene,2.199920748,OUT046,16,Small,Tier 1,Supermarket Type1,3.430369669
FDK38,6.65,LF,0.053372768,Canned,2.174854366,OUT049,14,Medium,Tier 1,Supermarket Type1,3.402097575
FDW43,20.1,Regular,0.022406575,Fruits and Vegetables,2.353923152,OUT013,26,High,Tier 3,Supermarket Type1,3.56148988
FDV57,15.25,Regular,0.065896556,Snack Foods,2.253497928,OUT046,16,Small,Tier 1,Supermarket Type1,3.157797542
FDX26,17.7,LF,0.088305201,Dairy,2.260856226,OUT017,6,Small,Tier 2,Supermarket Type1,3.62282219
FDR04,7.08,LF,0.022566975,Frozen Foods,1.988143191,OUT046,16,Small,Tier 1,Supermarket Type1,3.101639999
FDP19,11.5,LF,0,Fruits and Vegetables,2.111817464,OUT013,26,High,Tier 3,Supermarket Type1,3.315265503
FDT07,5.82,Regular,0.077756427,Fruits and Vegetables,2.405744096,OUT017,6,Small,Tier 2,Supermarket Type1,3.107774525
DRB24,8.79,LF,0.020609218,Soft Drinks,2.190795445,OUT049,14,Medium,Tier 1,Supermarket Type1,3.603805124
FDB36,5.47,Regular,0,Baking Goods,2.111136779,OUT046,16,Small,Tier 1,Supermarket Type1,3.564968048
NCE07,12.6,LF,0.013066448,Household,2.148958458,OUT027,28,Medium,Tier 3,Supermarket Type3,3.327814653
FDI16,12.6,Regular,0.135118202,Frozen Foods,1.720688407,OUT027,28,Medium,Tier 3,Supermarket Type3,3.359902233
FDP45,15.7,Regular,0.030624844,Snack Foods,2.401869739,OUT046,16,Small,Tier 1,Supermarket Type1,3.099805595
NCC43,7.39,LF,0.092705683,Household,2.401239546,OUT013,26,High,Tier 3,Supermarket Type1,3.630134062
FDQ23,12.6,LF,0.042941559,Breads,2.012555474,OUT019,28,Small,Tier 1,Grocery Store,2.010864512
FDW24,6.8,LF,0.03748996,Baking Goods,1.686666651,OUT035,9,Small,Tier 2,Supermarket Type1,2.464817901
FDW09,12.6,Regular,0.025795293,Snack Foods,1.904337875,OUT027,28,Medium,Tier 3,Supermarket Type3,3.330254516
FDN10,11.5,LF,0.046115083,Snack Foods,2.079949268,OUT035,9,Small,Tier 2,Supermarket Type1,3.187707145
FDE23,17.6,Regular,0.053170949,Starchy Foods,1.659021983,OUT035,9,Small,Tier 2,Supermarket Type1,3.236643555
FDV16,7.75,Regular,0.082915017,Frozen Foods,1.543519246,OUT035,9,Small,Tier 2,Supermarket Type1,2.809667568
FDF12,12.6,LF,0.082028694,Baking Goods,2.17204102,OUT027,28,Medium,Tier 3,Supermarket Type3,3.601060529
FDN21,18.6,LF,0.076975118,Snack Foods,2.209041858,OUT049,14,Medium,Tier 1,Supermarket Type1,3.207159157
DRC25,5.73,LF,0.045371855,Soft Drinks,1.934943627,OUT046,16,Small,Tier 1,Supermarket Type1,3.047876853
NCP18,12.15,LF,0.028642712,Household,2.173392582,OUT049,14,Medium,Tier 1,Supermarket Type1,3.080542217
FDW60,5.44,Regular,0.017047751,Baking Goods,2.242136262,OUT013,26,High,Tier 3,Supermarket Type1,3.477038586
FDY04,17.7,Regular,0.042562588,Frozen Foods,2.217539215,OUT045,11,Small,Tier 2,Supermarket Type1,3.53472917
NCJ31,12.6,LF,0.181769264,Others,2.381331,OUT027,28,Medium,Tier 3,Supermarket Type3,3.660805962
DRN47,12.1,LF,0.016812745,Hard Drinks,2.256876429,OUT013,26,High,Tier 3,Supermarket Type1,3.616435391
FDU13,8.36,LF,0,Canned,2.163286038,OUT013,26,High,Tier 3,Supermarket Type1,3.529463901
FDT39,6.26,Regular,0.016516867,Meat,2.179369648,OUT010,15,Small,Tier 3,Grocery Store,2.656490903
NCQ18,15.75,LF,0.134960397,Household,2.005909446,OUT013,26,High,Tier 3,Supermarket Type1,3.321654345
FDV25,5.91,LF,0.045614252,Canned,2.345463129,OUT013,26,High,Tier 3,Supermarket Type1,3.835843568
NCE30,16,LF,0.099136036,Household,2.323025506,OUT046,16,Small,Tier 1,Supermarket Type1,3.172232514
NCN42,20.25,LF,0.014222617,Household,2.173016598,OUT046,16,Small,Tier 1,Supermarket Type1,3.547947306
FDW25,5.18,LF,0.037457098,Canned,1.92128268,OUT049,14,Medium,Tier 1,Supermarket Type1,3.161002682
FDS49,9,LF,0.079279489,Canned,1.887979436,OUT013,26,High,Tier 3,Supermarket Type1,3.12567472
FDN34,15.6,Regular,0.045835395,Snack Foods,2.225860073,OUT049,14,Medium,Tier 1,Supermarket Type1,3.374305543
FDS45,5.18,Regular,0.029616108,Snack Foods,2.032466449,OUT018,4,Medium,Tier 3,Supermarket Type2,3.303494516
NCL53,12.6,LF,0,Health and Hygiene,2.244036522,OUT027,28,Medium,Tier 3,Supermarket Type3,3.828009024
FDT38,18.7,LF,0.0576269,Dairy,1.920939992,OUT049,14,Medium,Tier 1,Supermarket Type1,3.269570193
NCX06,17.6,LF,0.015687045,Household,2.261732842,OUT046,16,Small,Tier 1,Supermarket Type1,3.536666296
NCY17,18.2,LF,0.162960415,Health and Hygiene,1.638575109,OUT013,26,High,Tier 3,Supermarket Type1,3.029629835
NCO18,13.15,LF,0.024651269,Household,2.254230397,OUT046,16,Small,Tier 1,Supermarket Type1,3.152945039
FDY47,8.6,Regular,0.091195818,Breads,2.114714375,OUT010,15,Small,Tier 3,Grocery Store,2.113378402
FDF57,12.6,Regular,0.058542509,Fruits and Vegetables,2.226972955,OUT027,28,Medium,Tier 3,Supermarket Type3,3.532613752
FDS26,20.35,LF,0.089608321,Dairy,2.418565434,OUT049,14,Medium,Tier 1,Supermarket Type1,3.496917587
NCL17,7.39,LF,0.067766896,Health and Hygiene,2.148236064,OUT035,9,Small,Tier 2,Supermarket Type1,3.568730912
NCB18,19.6,LF,0.041355366,Household,1.948175213,OUT049,14,Medium,Tier 1,Supermarket Type1,3.424316687
FDA50,16.25,LF,0.145913308,Dairy,1.979734981,OUT010,15,Small,Tier 3,Grocery Store,2.285741789
DRE13,6.28,LF,0.027748176,Soft Drinks,1.937115507,OUT049,14,Medium,Tier 1,Supermarket Type1,3.144735069
DRE60,9.4,LF,0.159201868,Soft Drinks,2.354246776,OUT013,26,High,Tier 3,Supermarket Type1,3.558942691
FDB20,7.72,LF,0.052274691,Fruits and Vegetables,1.898717505,OUT017,6,Small,Tier 2,Supermarket Type1,2.891529653
NCS18,12.65,LF,0.042175992,Household,2.027324324,OUT013,26,High,Tier 3,Supermarket Type1,3.391897503
FDH19,12.6,LF,0.057933643,Meat,2.243469151,OUT019,28,Small,Tier 1,Grocery Store,2.541014294
FDS47,16.75,LF,0,Breads,1.948342534,OUT045,11,Small,Tier 2,Supermarket Type1,2.985310407
FDC09,15.5,Regular,0.026280116,Fruits and Vegetables,2.010016555,OUT013,26,High,Tier 3,Supermarket Type1,2.965107021
DRG23,8.88,LF,0.086916126,Hard Drinks,2.185735321,OUT049,14,Medium,Tier 1,Supermarket Type1,3.08626926
FDU34,18.25,LF,0.075347426,Snack Foods,2.101419168,OUT045,11,Small,Tier 2,Supermarket Type1,2.873336648
FDZ40,8.94,LF,0.040410039,Frozen Foods,1.723700253,OUT017,6,Small,Tier 2,Supermarket Type1,2.73182881
NCE30,16,LF,0.09911729,Household,2.323850416,OUT035,9,Small,Tier 2,Supermarket Type1,3.649353769
FDA44,19.7,LF,0.053439522,Fruits and Vegetables,1.741096422,OUT018,4,Medium,Tier 3,Supermarket Type2,3.008035222
