Item_Identifier,Item_type_combined,Item_Weight,Item_Fat_Content,Item_Visibility_avg,Item_MRP,Outlet_Identifier,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ12,Food,12.65,Low Fat,0.53691062,231.401,OUT046,16,Small,Tier 1,Supermarket Type1,2067.309
NCO29,Non-Consumable,11.15,Non-Edible,0.488987606,164.0526,OUT035,9,Small,Tier 2,Supermarket Type1,4769.1254
DRF03,Drinks,19.1,Low Fat,0.688046402,42.4138,OUT049,14,Medium,Tier 1,Supermarket Type1,243.6828
FDU48,Food,18.85,Low Fat,1.404924857,131.4284,OUT010,15,Medium,Tier 3,Grocery Store,263.6568
DRE03,Drinks,19.6,Low Fat,0.367267627,45.5718,OUT035,9,Small,Tier 2,Supermarket Type1,945.436
FDX55,Food,15.1,Low Fat,0.841786609,217.3166,OUT017,6,Medium,Tier 2,Supermarket Type1,1306.2996
FDP38,Food,12.79,Low Fat,0.484386526,51.6008,OUT027,28,Medium,Tier 3,Supermarket Type3,1821.6288
FDZ19,Food,6.425,Low Fat,1.425012228,175.5712,OUT017,6,Medium,Tier 2,Supermarket Type1,1230.3984
NCU54,Non-Consumable,8.88,Non-Edible,1.498380917,209.627,OUT045,11,Medium,Tier 2,Supermarket Type1,1887.543
FDY36,Food,12.3,Low Fat,0.142685843,73.738,OUT046,16,Small,Tier 1,Supermarket Type1,1318.284
FDL16,Food,12.85,Low Fat,2.564547939,46.406,OUT018,4,Medium,Tier 3,Supermarket Type2,186.424
FDW31,Food,11.35,Regular,0.653834289,197.9742,OUT013,26,High,Tier 3,Supermarket Type1,995.371
DRK49,Drinks,12.79,Low Fat,0.542352529,40.9138,OUT027,28,Medium,Tier 3,Supermarket Type3,1380.8692
FDC08,Food,19,Regular,1.570985029,228.372,OUT049,14,Medium,Tier 1,Supermarket Type1,905.488
FDO56,Food,10.195,Regular,0.681912893,115.5808,OUT035,9,Small,Tier 2,Supermarket Type1,1874.8928
NCV53,Non-Consumable,8.27,Non-Edible,0.286872199,238.088,OUT017,6,Medium,Tier 2,Supermarket Type1,6231.888
FDA35,Food,14.85,Regular,0.820921999,124.1072,OUT017,6,Medium,Tier 2,Supermarket Type1,1837.608
FDL40,Food,12.79,Low Fat,1,98.241,OUT019,28,Small,Tier 1,Grocery Store,289.623
FDJ04,Food,18,Low Fat,1.88992091,117.2124,OUT049,14,Medium,Tier 1,Supermarket Type1,2133.2232
FDA31,Food,7.1,Low Fat,1.674832024,172.108,OUT018,4,Medium,Tier 3,Supermarket Type2,2250.404
FDX24,Food,8.355,Low Fat,0.211625772,94.0462,OUT045,11,Medium,Tier 2,Supermarket Type1,1480.7392
FDQ59,Food,9.8,Regular,0.85495321,84.6908,OUT046,16,Small,Tier 1,Supermarket Type1,503.3448
FDF45,Food,18.2,Regular,0.186099009,60.0904,OUT017,6,Medium,Tier 2,Supermarket Type1,1113.2176
FDH05,Food,12.79,Regular,1.371790378,229.7984,OUT027,28,Medium,Tier 3,Supermarket Type3,6024.1584
NCZ54,Non-Consumable,14.65,Non-Edible,1.263925357,161.9552,OUT046,16,Small,Tier 1,Supermarket Type1,4711.2008
FDW01,Food,12.79,Low Fat,1.70063638,154.4682,OUT019,28,Small,Tier 1,Grocery Store,152.4682
FDX36,Food,9.695,Regular,1.953000541,224.0404,OUT018,4,Medium,Tier 3,Supermarket Type2,5851.0504
NCO55,Non-Consumable,12.79,Non-Edible,1.373655182,106.6938,OUT027,28,Medium,Tier 3,Supermarket Type3,2251.0698
FDL13,Food,13.85,Regular,0.858752717,233.83,OUT017,6,Medium,Tier 2,Supermarket Type1,2796.36
FDV16,Food,7.75,Regular,1.259380332,35.7558,OUT049,14,Medium,Tier 1,Supermarket Type1,611.2044
FDN04,Food,11.8,Regular,0.214026247,178.5344,OUT045,11,Medium,Tier 2,Supermarket Type1,3390.2536
NCH06,Non-Consumable,12.3,Non-Edible,1.165473768,247.146,OUT018,4,Medium,Tier 3,Supermarket Type2,492.692
FDA40,Food,16,Regular,1.503933542,88.9856,OUT013,26,High,Tier 3,Supermarket Type1,1669.8264
NCS05,Non-Consumable,11.5,Non-Edible,0.318571666,131.3942,OUT049,14,Medium,Tier 1,Supermarket Type1,927.4594
FDM15,Food,12.79,Regular,0.866430725,151.8366,OUT027,28,Medium,Tier 3,Supermarket Type3,6196.6006
FDK04,Food,7.36,Low Fat,0.797660569,56.3588,OUT017,6,Medium,Tier 2,Supermarket Type1,744.3644
FDI58,Food,7.64,Regular,1.071154787,91.212,OUT013,26,High,Tier 3,Supermarket Type1,466.06
FDB33,Food,17.75,Low Fat,0.220885852,158.1262,OUT013,26,High,Tier 3,Supermarket Type1,4137.2812
FDJ45,Food,17.75,Low Fat,1.114809353,34.8216,OUT049,14,Medium,Tier 1,Supermarket Type1,207.7296
NCO05,Non-Consumable,7.27,Non-Edible,0.705951258,100.5384,OUT046,16,Small,Tier 1,Supermarket Type1,2463.46
NCE31,Non-Consumable,7.67,Non-Edible,4.691087396,33.2216,OUT010,15,Medium,Tier 3,Grocery Store,138.4864
FDQ49,Food,20.2,Regular,0.595088425,157.663,OUT046,16,Small,Tier 1,Supermarket Type1,1095.241
FDL34,Food,16,Low Fat,0.620836574,143.1496,OUT046,16,Small,Tier 1,Supermarket Type1,2258.3936
FDV07,Food,9.5,Low Fat,0.475060809,111.1228,OUT049,14,Medium,Tier 1,Supermarket Type1,663.1368
FDX19,Food,19.1,Low Fat,1.469687768,233.8958,OUT045,11,Medium,Tier 2,Supermarket Type1,2103.2622
FDO48,Food,15,Regular,0.406969441,219.8456,OUT046,16,Small,Tier 1,Supermarket Type1,4863.0032
FDK40,Food,7.035,Low Fat,1,262.691,OUT013,26,High,Tier 3,Supermarket Type1,6048.793
FDY19,Food,19.75,Low Fat,0.628165272,117.2466,OUT049,14,Medium,Tier 1,Supermarket Type1,2239.0854
FDS16,Food,12.79,Regular,1,145.276,OUT027,28,Medium,Tier 3,Supermarket Type3,5273.136
FDS02,Food,12.79,Regular,1,196.4794,OUT027,28,Medium,Tier 3,Supermarket Type3,5852.382
FDM51,Food,11.8,Regular,0.39390003,102.5674,OUT045,11,Medium,Tier 2,Supermarket Type1,1629.8784
FDW02,Food,12.79,Regular,1.000819435,126.2704,OUT019,28,Small,Tier 1,Grocery Store,250.3408
FDS31,Food,12.79,Regular,1,178.5318,OUT019,28,Small,Tier 1,Grocery Store,180.4318
DRF03,Drinks,19.1,Low Fat,0.689776792,40.3138,OUT018,4,Medium,Tier 3,Supermarket Type2,527.9794
FDT55,Food,13.6,Regular,0.661364494,156.7946,OUT013,26,High,Tier 3,Supermarket Type1,2840.3028
FDW21,Food,5.34,Regular,0.090426529,99.5358,OUT046,16,Small,Tier 1,Supermarket Type1,1407.5012
FDP07,Food,18.2,Low Fat,1.361988987,197.111,OUT013,26,High,Tier 3,Supermarket Type1,589.233
NCZ17,Non-Consumable,12.15,Non-Edible,1.204371415,38.6506,OUT046,16,Small,Tier 1,Supermarket Type1,796.9626
NCV41,Non-Consumable,14.35,Non-Edible,0.259809442,109.8228,OUT017,6,Medium,Tier 2,Supermarket Type1,1657.842
FDP60,Food,17.35,Low Fat,0.849179989,99.2016,OUT049,14,Medium,Tier 1,Supermarket Type1,1518.024
FDG58,Food,10.695,Regular,2.202393045,156.8972,OUT010,15,Medium,Tier 3,Grocery Store,467.3916
FDI60,Food,7.22,Regular,0.581943627,62.351,OUT049,14,Medium,Tier 1,Supermarket Type1,885.514
FDI20,Food,19.1,Low Fat,0.584717733,209.2586,OUT046,16,Small,Tier 1,Supermarket Type1,3165.879
DRC13,Drinks,8.26,Regular,0.494673219,124.673,OUT017,6,Medium,Tier 2,Supermarket Type1,1847.595
DRA24,Drinks,12.79,Regular,1.059988495,163.2868,OUT019,28,Small,Tier 1,Grocery Store,491.3604
FDW52,Food,14,Regular,0.568456917,164.2526,OUT013,26,High,Tier 3,Supermarket Type1,1808.9786
FDN38,Food,6.615,Regular,1.400191319,251.8408,OUT018,4,Medium,Tier 3,Supermarket Type2,4506.1344
DRI49,Drinks,14.15,Low Fat,2.788047039,82.9276,OUT045,11,Medium,Tier 2,Supermarket Type1,1705.7796
FDW26,Food,11.8,Regular,1.626531907,221.1772,OUT045,11,Medium,Tier 2,Supermarket Type1,3113.2808
FDA28,Food,12.79,Regular,0.721279694,125.7362,OUT027,28,Medium,Tier 3,Supermarket Type3,3020.0688
FDZ52,Food,19.2,Low Fat,1.525949126,112.6886,OUT017,6,Medium,Tier 2,Supermarket Type1,1779.0176
FDU39,Food,18.85,Low Fat,0.547528671,58.1562,OUT045,11,Medium,Tier 2,Supermarket Type1,1185.124
FDR25,Food,17,Regular,2.124099757,265.1884,OUT018,4,Medium,Tier 3,Supermarket Type2,6359.7216
FDM44,Food,12.5,Low Fat,0.473449383,102.899,OUT017,6,Medium,Tier 2,Supermarket Type1,2167.179
FDA50,Food,12.79,Low Fat,1.315380307,98.141,OUT027,28,Medium,Tier 3,Supermarket Type3,1737.738
FDJ38,Food,8.6,Regular,0.612094213,189.753,OUT018,4,Medium,Tier 3,Supermarket Type2,2846.295
DRM47,Drinks,9.3,Low Fat,0.663769063,192.9846,OUT035,9,Small,Tier 2,Supermarket Type1,6114.7072
NCO05,Non-Consumable,7.27,Non-Edible,0.707048831,98.4384,OUT049,14,Medium,Tier 1,Supermarket Type1,1576.6144
FDU21,Food,11.8,Regular,1.165071965,34.9558,OUT049,14,Medium,Tier 1,Supermarket Type1,373.5138
FDF32,Food,16.35,Low Fat,1,198.5426,OUT046,16,Small,Tier 1,Supermarket Type1,1384.1982
FDM27,Food,12.79,Regular,4.206939889,156.3946,OUT019,28,Small,Tier 1,Grocery Store,473.3838
FDL33,Food,12.79,Low Fat,1.508328398,194.4452,OUT027,28,Medium,Tier 3,Supermarket Type3,4697.8848
FDO60,Food,20,Low Fat,0.521123264,43.7086,OUT046,16,Small,Tier 1,Supermarket Type1,892.172
NCJ30,Non-Consumable,5.82,Non-Edible,1,169.379,OUT013,26,High,Tier 3,Supermarket Type1,2376.906
NCI42,Non-Consumable,18.75,Non-Edible,0.157035382,208.3954,OUT013,26,High,Tier 3,Supermarket Type1,2709.1402
FDU37,Food,9.5,Regular,1.584291731,77.896,OUT035,9,Small,Tier 2,Supermarket Type1,1997.4
FDV08,Food,12.79,Low Fat,0.431467119,43.5454,OUT027,28,Medium,Tier 3,Supermarket Type3,755.0172
NCA29,Non-Consumable,10.5,Non-Edible,0.413496626,171.6106,OUT035,9,Small,Tier 2,Supermarket Type1,2566.659
FDD16,Food,20.5,Low Fat,0.551094647,72.9696,OUT035,9,Small,Tier 2,Supermarket Type1,596.5568
FDB35,Food,12.3,Regular,0.98531839,92.5804,OUT017,6,Medium,Tier 2,Supermarket Type1,2297.01
FDS31,Food,13.1,Regular,0.672790336,180.3318,OUT018,4,Medium,Tier 3,Supermarket Type2,2886.9088
NCA53,Non-Consumable,11.395,Non-Edible,0.150627995,47.2034,OUT017,6,Medium,Tier 2,Supermarket Type1,340.2238
NCD19,Non-Consumable,8.93,Non-Edible,0.200960991,56.4614,OUT017,6,Medium,Tier 2,Supermarket Type1,828.921
FDP07,Food,18.2,Low Fat,1.362865599,195.111,OUT035,9,Small,Tier 2,Supermarket Type1,3731.809
FDA44,Food,19.7,Low Fat,0.806310591,55.993,OUT013,26,High,Tier 3,Supermarket Type1,905.488
FDI14,Food,14.1,Low Fat,1.359469851,140.0496,OUT035,9,Small,Tier 2,Supermarket Type1,1411.496
NCE31,Non-Consumable,7.67,Non-Edible,2.818518476,35.4216,OUT017,6,Medium,Tier 2,Supermarket Type1,173.108
FDJ14,Food,12.79,Regular,1,78.896,OUT019,28,Small,Tier 1,Grocery Store,399.48
FDY44,Food,14.15,Regular,0.371538122,195.111,OUT018,4,Medium,Tier 3,Supermarket Type2,982.055
FDZ26,Food,11.6,Regular,2.183231291,239.6222,OUT035,9,Small,Tier 2,Supermarket Type1,2390.222
FDG26,Food,18.85,Low Fat,0.650330403,257.633,OUT017,6,Medium,Tier 2,Supermarket Type1,5382.993
FDN34,Food,15.6,Regular,0.697819031,169.2132,OUT017,6,Medium,Tier 2,Supermarket Type1,2536.698
DRG11,Drinks,6.385,Low Fat,1.276364878,109.0596,OUT018,4,Medium,Tier 3,Supermarket Type2,1941.4728
FDH20,Food,16.1,Regular,0.379828508,97.141,OUT018,4,Medium,Tier 3,Supermarket Type2,1448.115
FDX09,Food,9,Low Fat,0.993363237,178.137,OUT018,4,Medium,Tier 3,Supermarket Type2,1058.622
FDS09,Food,12.79,Regular,1.223539114,51.3008,OUT027,28,Medium,Tier 3,Supermarket Type3,759.012
NCJ43,Non-Consumable,6.635,Non-Edible,0.412757688,174.0396,OUT017,6,Medium,Tier 2,Supermarket Type1,2093.2752
NCR05,Non-Consumable,12.79,Non-Edible,0.82432131,199.6084,OUT027,28,Medium,Tier 3,Supermarket Type3,7142.7024
DRE49,Drinks,20.75,Low Fat,0.321932116,151.1024,OUT013,26,High,Tier 3,Supermarket Type1,2428.8384
FDZ59,Food,6.63,Regular,1.579665148,166.15,OUT049,14,Medium,Tier 1,Supermarket Type1,3828.35
NCH43,Non-Consumable,8.42,Non-Edible,1.074350209,217.4192,OUT018,4,Medium,Tier 3,Supermarket Type2,431.4384
FDP03,Food,5.15,Regular,0.929031255,125.6388,OUT049,14,Medium,Tier 1,Supermarket Type1,1733.7432
DRC01,Drinks,12.79,Regular,0.289707682,48.4692,OUT027,28,Medium,Tier 3,Supermarket Type3,1034.6532
FDX28,Food,12.79,Low Fat,1,100.7042,OUT027,28,Medium,Tier 3,Supermarket Type3,3174.5344
FDI19,Food,15.1,Low Fat,0.793433908,243.1512,OUT035,9,Small,Tier 2,Supermarket Type1,4604.6728
FDW15,Food,15.35,Regular,0.835494334,149.7734,OUT035,9,Small,Tier 2,Supermarket Type1,2820.9946
NCX18,Non-Consumable,12.79,Non-Edible,0.233456861,194.911,OUT019,28,Small,Tier 1,Grocery Store,196.411
FDF20,Food,12.85,Low Fat,0.504479387,196.5768,OUT049,14,Medium,Tier 1,Supermarket Type1,5715.2272
FDN57,Food,12.79,Low Fat,0.818336483,141.2154,OUT027,28,Medium,Tier 3,Supermarket Type3,3119.9388
NCM06,Non-Consumable,7.475,Non-Edible,1.147996764,156.4656,OUT035,9,Small,Tier 2,Supermarket Type1,2471.4496
NCV53,Non-Consumable,8.27,Non-Edible,0.286420679,238.188,OUT018,4,Medium,Tier 3,Supermarket Type2,3835.008
FDO20,Food,12.85,Regular,2.310203103,254.0382,OUT049,14,Medium,Tier 1,Supermarket Type1,1261.691
FDV44,Food,8.365,Regular,0.603632963,191.3188,OUT013,26,High,Tier 3,Supermarket Type1,2285.0256
FDJ56,Food,8.985,Low Fat,2.786462754,101.77,OUT045,11,Medium,Tier 2,Supermarket Type1,798.96
NCB18,Non-Consumable,19.6,Non-Edible,0.625953311,87.0514,OUT035,9,Small,Tier 2,Supermarket Type1,2125.2336
FDZ20,Food,16.1,Low Fat,0.870665664,253.7356,OUT010,15,Medium,Tier 3,Grocery Store,508.6712
NCR50,Non-Consumable,20.2,Non-Edible,0.179220451,151.634,OUT046,16,Small,Tier 1,Supermarket Type1,1990.742
FDL24,Food,10.3,Regular,0.377419739,170.9422,OUT035,9,Small,Tier 2,Supermarket Type1,3103.9596
FDU38,Food,10.8,Low Fat,2.095008019,191.4504,OUT010,15,Medium,Tier 3,Grocery Store,575.2512
DRB48,Drinks,16.75,Regular,0.630748909,40.9822,OUT010,15,Medium,Tier 3,Grocery Store,157.1288
FDS27,Food,12.79,Regular,0.330730562,194.711,OUT019,28,Small,Tier 1,Grocery Store,196.411
FDR43,Food,18.2,Low Fat,2.452369438,38.419,OUT049,14,Medium,Tier 1,Supermarket Type1,805.618
FDI12,Food,9.395,Regular,1.530895847,86.8856,OUT017,6,Medium,Tier 2,Supermarket Type1,2548.6824
FDU08,Food,12.79,Low Fat,0.412160655,99.7042,OUT027,28,Medium,Tier 3,Supermarket Type3,3868.9638
FDT56,Food,12.79,Regular,1.744166781,58.0246,OUT027,28,Medium,Tier 3,Supermarket Type3,2143.2102
DRD15,Drinks,12.79,Low Fat,1.507780703,233.1642,OUT019,28,Small,Tier 1,Grocery Store,697.0926
FDK26,Food,5.46,Regular,0.489872936,185.224,OUT018,4,Medium,Tier 3,Supermarket Type2,2423.512
DRJ13,Drinks,12.65,Low Fat,0.95895938,159.2578,OUT017,6,Medium,Tier 2,Supermarket Type1,2406.867
FDP44,Food,16.5,Regular,1.208646186,101.3332,OUT046,16,Small,Tier 1,Supermarket Type1,1537.998
FDV40,Food,17.35,Low Fat,0.222576789,73.6038,OUT013,26,High,Tier 3,Supermarket Type1,739.038
FDN28,Food,5.88,Regular,0.458629689,101.399,OUT046,16,Small,Tier 1,Supermarket Type1,2063.98
FDY13,Food,12.1,Low Fat,0.459386534,74.767,OUT017,6,Medium,Tier 2,Supermarket Type1,1454.773
NCM17,Non-Consumable,7.93,Non-Edible,1.078587893,42.7086,OUT046,16,Small,Tier 1,Supermarket Type1,356.8688
DRE48,Drinks,8.43,Low Fat,0.262649338,196.8768,OUT035,9,Small,Tier 2,Supermarket Type1,3350.3056
FDA57,Food,12.79,Low Fat,0.598179864,39.548,OUT027,28,Medium,Tier 3,Supermarket Type3,1358.232
NCX18,Non-Consumable,14.15,Non-Edible,1,197.111,OUT049,14,Medium,Tier 1,Supermarket Type1,3731.809
DRK13,Drinks,12.79,Low Fat,1.737756543,197.0084,OUT027,28,Medium,Tier 3,Supermarket Type3,3372.9428
FDL57,Food,12.79,Regular,1.780710957,257.7304,OUT019,28,Small,Tier 1,Grocery Store,774.9912
FDR27,Food,15.1,Regular,2.438902818,131.3942,OUT010,15,Medium,Tier 3,Grocery Store,397.4826
FDB52,Food,17.75,Low Fat,0.462193102,257.2672,OUT049,14,Medium,Tier 1,Supermarket Type1,3068.0064
FDQ10,Food,12.85,Low Fat,0.505124864,171.6422,OUT018,4,Medium,Tier 3,Supermarket Type2,3276.4018
FDY60,Food,10.5,Regular,0.669259901,143.9128,OUT010,15,Medium,Tier 3,Grocery Store,143.8128
FDH33,Food,12.79,Low Fat,1,44.1428,OUT027,28,Medium,Tier 3,Supermarket Type3,1362.2268
FDG56,Food,12.79,Regular,1.078143317,60.5536,OUT027,28,Medium,Tier 3,Supermarket Type3,2143.876
FDS07,Food,12.35,Low Fat,1.511305771,112.2518,OUT013,26,High,Tier 3,Supermarket Type1,1366.2216
FDZ13,Food,7.84,Regular,2.332066533,51.335,OUT045,11,Medium,Tier 2,Supermarket Type1,1198.44
FDO31,Food,6.76,Regular,0.439080248,78.396,OUT013,26,High,Tier 3,Supermarket Type1,1757.712
DRD49,Drinks,9.895,Low Fat,2.559109487,236.8564,OUT017,6,Medium,Tier 2,Supermarket Type1,4767.128
FDW12,Food,8.315,Regular,0.540196926,146.6444,OUT049,14,Medium,Tier 1,Supermarket Type1,870.8664
FDP57,Food,17.5,Low Fat,0.798415973,103.699,OUT018,4,Medium,Tier 3,Supermarket Type2,1031.99
FDO21,Food,11.6,Regular,0.147907275,223.0404,OUT013,26,High,Tier 3,Supermarket Type1,2025.3636
NCY18,Non-Consumable,7.285,Non-Edible,0.472332372,173.2054,OUT046,16,Small,Tier 1,Supermarket Type1,4902.9512
NCR30,Non-Consumable,20.6,Non-Edible,1.801708465,75.0696,OUT010,15,Medium,Tier 3,Grocery Store,149.1392
FDZ20,Food,16.1,Low Fat,0.523116933,255.7356,OUT017,6,Medium,Tier 2,Supermarket Type1,2543.356
NCK17,Non-Consumable,11,Non-Edible,0.577825438,40.948,OUT017,6,Medium,Tier 2,Supermarket Type1,479.376
FDX26,Food,17.7,Low Fat,1.331132926,180.6292,OUT035,9,Small,Tier 2,Supermarket Type1,3101.2964
FDR24,Food,17.35,Regular,0.952799836,90.883,OUT035,9,Small,Tier 2,Supermarket Type1,1707.777
FDQ22,Food,12.79,Low Fat,0.448739795,40.9822,OUT027,28,Medium,Tier 3,Supermarket Type3,864.2084
FDP07,Food,18.2,Low Fat,1.368676135,194.711,OUT018,4,Medium,Tier 3,Supermarket Type2,4910.275
FDV04,Food,7.825,Regular,2.278121832,155.2288,OUT049,14,Medium,Tier 1,Supermarket Type1,1257.0304
FDL48,Food,19.35,Regular,1.249292615,48.5034,OUT049,14,Medium,Tier 1,Supermarket Type1,243.017
FDE16,Food,8.895,Low Fat,0.401060092,210.3954,OUT018,4,Medium,Tier 3,Supermarket Type2,5001.4896
NCK42,Non-Consumable,7.475,Non-Edible,0.200055858,217.4192,OUT017,6,Medium,Tier 2,Supermarket Type1,4314.384
FDJ53,Food,10.5,Low Fat,1.080438338,121.3098,OUT046,16,Small,Tier 1,Supermarket Type1,843.5686
FDH58,Food,12.3,Low Fat,0.559626645,115.9834,OUT013,26,High,Tier 3,Supermarket Type1,2073.3012
FDD46,Food,6.035,Low Fat,2.145104801,155.0998,OUT049,14,Medium,Tier 1,Supermarket Type1,1230.3984
FDW58,Food,20.75,Low Fat,0.114501087,107.1622,OUT035,9,Small,Tier 2,Supermarket Type1,1693.7952
NCL07,Non-Consumable,13.85,Non-Edible,0.475166596,41.048,OUT046,16,Small,Tier 1,Supermarket Type1,639.168
FDU12,Food,15.5,Regular,1.150894549,263.9568,OUT045,11,Medium,Tier 2,Supermarket Type1,4745.8224
FDO52,Food,11.6,Regular,1.176615603,171.0106,OUT017,6,Medium,Tier 2,Supermarket Type1,3079.9908
FDT16,Food,12.79,Regular,0.734263332,258.7278,OUT027,28,Medium,Tier 3,Supermarket Type3,5466.8838
FDG12,Food,6.635,Regular,0.096461286,121.1098,OUT017,6,Medium,Tier 2,Supermarket Type1,2651.2156
FDX22,Food,6.785,Regular,0.349058918,208.9928,OUT045,11,Medium,Tier 2,Supermarket Type1,2103.928
DRG37,Drinks,16.2,Low Fat,0.293822823,156.4972,OUT046,16,Small,Tier 1,Supermarket Type1,1090.5804
FDI26,Food,5.94,Low Fat,0.531957455,176.4344,OUT017,6,Medium,Tier 2,Supermarket Type1,2141.2128
FDK34,Food,13.35,Low Fat,0.585340254,236.3564,OUT045,11,Medium,Tier 2,Supermarket Type1,2145.2076
FDO25,Food,6.3,Low Fat,3.23448913,208.527,OUT010,15,Medium,Tier 3,Grocery Store,419.454
FDV47,Food,17.1,Low Fat,0.826563626,84.4566,OUT017,6,Medium,Tier 2,Supermarket Type1,591.8962
FDU13,Food,8.355,Low Fat,2.848253447,146.5418,OUT049,14,Medium,Tier 1,Supermarket Type1,2501.4106
FDN57,Food,18.25,Low Fat,0.82566838,142.0154,OUT018,4,Medium,Tier 3,Supermarket Type2,850.8924
DRG01,Drinks,12.79,Low Fat,0.677165618,74.767,OUT027,28,Medium,Tier 3,Supermarket Type3,2679.845
FDU57,Food,12.79,Regular,1.351277626,149.8708,OUT027,28,Medium,Tier 3,Supermarket Type3,3611.2992
FDF24,Food,12.79,Regular,0.382813431,81.9934,OUT027,28,Medium,Tier 3,Supermarket Type3,3439.5228
FDP39,Food,12.65,Low Fat,1.056934537,51.0324,OUT018,4,Medium,Tier 3,Supermarket Type2,727.0536
DRJ39,Drinks,12.79,Low Fat,0.548121747,219.5482,OUT027,28,Medium,Tier 3,Supermarket Type3,5695.2532
FDN02,Food,16.5,Low Fat,1.125734927,208.2638,OUT017,6,Medium,Tier 2,Supermarket Type1,4762.4674
FDS24,Food,20.85,Regular,0.944936999,87.2514,OUT049,14,Medium,Tier 1,Supermarket Type1,265.6542
FDW51,Food,6.155,Regular,2.402343283,213.756,OUT010,15,Medium,Tier 3,Grocery Store,852.224
NCR29,Non-Consumable,7.565,Non-Edible,0.828328146,57.393,OUT035,9,Small,Tier 2,Supermarket Type1,735.709
FDE29,Food,8.905,Low Fat,2.174576932,61.4878,OUT045,11,Medium,Tier 2,Supermarket Type1,1151.1682
NCX54,Non-Consumable,9.195,Non-Edible,0.728701216,105.8622,OUT046,16,Small,Tier 1,Supermarket Type1,2223.1062
FDF02,Food,16.2,Low Fat,1.575288729,101.299,OUT018,4,Medium,Tier 3,Supermarket Type2,1857.582
NCR53,Non-Consumable,12.79,Non-Edible,3.850449109,223.8404,OUT019,28,Small,Tier 1,Grocery Store,675.1212
FDV01,Food,12.79,Regular,2.255211789,155.1314,OUT019,28,Small,Tier 1,Grocery Store,155.1314
FDX46,Food,12.3,Regular,0.882557399,59.1562,OUT049,14,Medium,Tier 1,Supermarket Type1,1185.124
DRD25,Drinks,6.135,Low Fat,1.197176556,111.986,OUT035,9,Small,Tier 2,Supermarket Type1,1697.79
FDX57,Food,17.25,Regular,1,95.2068,OUT013,26,High,Tier 3,Supermarket Type1,2721.7904
FDA04,Food,11.3,Regular,1.011784431,257.2962,OUT046,16,Small,Tier 1,Supermarket Type1,4920.9278
FDB04,Food,12.79,Regular,1.678490277,88.6856,OUT019,28,Small,Tier 1,Grocery Store,351.5424
NCR41,Non-Consumable,17.85,Non-Edible,0.273711267,96.6094,OUT049,14,Medium,Tier 1,Supermarket Type1,856.8846
FDE24,Food,14.85,Low Fat,2.371958695,142.0812,OUT010,15,Medium,Tier 3,Grocery Store,284.9624
NCM41,Non-Consumable,16.5,Non-Edible,0.541725489,95.212,OUT045,11,Medium,Tier 2,Supermarket Type1,838.908
DRG13,Drinks,17.25,Low Fat,0.563723318,162.5526,OUT035,9,Small,Tier 2,Supermarket Type1,5920.2936
FDV34,Food,10.695,Regular,0.289963122,73.0038,OUT010,15,Medium,Tier 3,Grocery Store,147.8076
FDK24,Food,12.79,Low Fat,2.689111407,46.6744,OUT019,28,Small,Tier 1,Grocery Store,135.8232
FDX46,Food,12.3,Regular,0.881187389,57.5562,OUT046,16,Small,Tier 1,Supermarket Type1,651.8182
NCB31,Non-Consumable,6.235,Non-Edible,1.803032927,264.791,OUT045,11,Medium,Tier 2,Supermarket Type1,2103.928
FDR55,Food,12.15,Regular,2.001032026,187.9872,OUT013,26,High,Tier 3,Supermarket Type1,2458.1336
FDY28,Food,7.47,Regular,1,211.8218,OUT045,11,Medium,Tier 2,Supermarket Type1,6411.654
FDM16,Food,8.155,Regular,0.508779145,74.7354,OUT046,16,Small,Tier 1,Supermarket Type1,1655.1788
FDJ33,Food,8.895,Regular,1.344628172,121.973,OUT018,4,Medium,Tier 3,Supermarket Type2,2956.152
FDF33,Food,7.97,Low Fat,0.327859023,107.6596,OUT018,4,Medium,Tier 3,Supermarket Type2,1833.6132
DRH36,Drinks,16.2,Low Fat,0.506024886,74.0696,OUT035,9,Small,Tier 2,Supermarket Type1,894.8352
NCS53,Non-Consumable,14.5,Non-Edible,1.363365866,160.3604,OUT049,14,Medium,Tier 1,Supermarket Type1,2852.2872
NCN53,Non-Consumable,12.79,Non-Edible,0.805856811,36.3874,OUT019,28,Small,Tier 1,Grocery Store,105.8622
FDC38,Food,15.7,Low Fat,1.856946819,131.7942,OUT035,9,Small,Tier 2,Supermarket Type1,1987.413
FDD36,Food,13.3,Low Fat,0.539895043,119.9124,OUT010,15,Medium,Tier 3,Grocery Store,118.5124
FDF22,Food,6.865,Low Fat,0.861524503,212.6218,OUT035,9,Small,Tier 2,Supermarket Type1,2137.218
FDB16,Food,8.21,Low Fat,0.681181051,86.0198,OUT046,16,Small,Tier 1,Supermarket Type1,1569.9564
FDR26,Food,20.7,Low Fat,1.087141194,177.6028,OUT010,15,Medium,Tier 3,Grocery Store,531.3084
FDO52,Food,11.6,Regular,1.172370399,169.3106,OUT045,11,Medium,Tier 2,Supermarket Type1,2224.4378
FDF16,Food,12.79,Low Fat,2.286585433,149.0076,OUT019,28,Small,Tier 1,Grocery Store,295.6152
FDR52,Food,12.65,Regular,1.92991184,191.7846,OUT010,15,Medium,Tier 3,Grocery Store,382.1692
